"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.069209,2.4246,0,-0.20349,1,50.011,27.77,12.315,0
0.067674,2.4313,0,-0.20602,1,50.083,27.777,12.387,0
0.066135,2.438,0,-0.20856,1,50.156,27.785,12.459,0
0.064591,2.4447,0,-0.21111,1,50.229,27.792,12.531,0
0.063043,2.4514,0,-0.21368,1,50.301,27.799,12.604,0
0.061491,2.4581,0,-0.21626,1,50.374,27.807,12.676,0
0.059935,2.4648,0,-0.21886,1,50.447,27.814,12.748,0
0.058374,2.4714,0,-0.22147,1,50.52,27.821,12.821,0
0.056809,2.4781,0,-0.2241,1,50.592,27.829,12.893,0
0.055295,2.4847,0,-0.22655,1,50.665,27.836,12.965,0
0.053817,2.4913,0,-0.22889,1,50.738,27.843,13.038,0
0.052336,2.498,0,-0.23124,1,50.81,27.851,13.11,0
0.05085,2.5046,0,-0.2336,1,50.883,27.858,13.182,0
0.049361,2.5112,0,-0.23597,1,50.956,27.865,13.255,0
0.047868,2.5178,0,-0.23835,1,51.028,27.873,13.327,0
0.04637,2.5244,0,-0.24074,1,51.101,27.88,13.399,0
0.04487,2.531,0,-0.24315,1,51.174,27.887,13.472,0
0.04336,2.5376,0,-0.24552,1,51.246,27.895,13.544,0
0.041786,2.5441,0,-0.24738,1,51.319,27.902,13.616,0
0.040208,2.5507,0,-0.24924,1,51.392,27.909,13.689,0
0.038627,2.5572,0,-0.25111,1,51.464,27.917,13.761,0
0.037042,2.5637,0,-0.25299,1,51.537,27.924,13.833,0
0.035453,2.5702,0,-0.25488,1,51.61,27.931,13.906,0
0.033861,2.5767,0,-0.25678,1,51.683,27.939,13.978,0
0.032266,2.5832,0,-0.25868,1,51.755,27.946,14.05,0
0.030667,2.5897,0,-0.2606,1,51.828,27.953,14.123,0
0.028987,2.5962,0,-0.26217,1,51.901,27.961,14.195,0
0.027244,2.6028,0,-0.26347,1,51.973,27.968,14.267,0
0.025496,2.6093,0,-0.26479,1,52.046,27.975,14.339,0
0.023745,2.6158,0,-0.2661,1,52.119,27.983,14.412,0
0.02199,2.6223,0,-0.26743,1,52.191,27.99,14.484,0
0.020231,2.6288,0,-0.26876,1,52.264,27.997,14.556,0
0.018468,2.6353,0,-0.27009,1,52.337,28.005,14.629,0
0.016701,2.6417,0,-0.27143,1,52.409,28.012,14.701,0
0.014925,2.6482,0,-0.27275,1,52.482,28.019,14.773,0
0.013077,2.6551,0,-0.27331,1,52.555,28.027,14.846,0
0.011228,2.6621,0,-0.27387,1,52.628,28.034,14.918,0
0.0093784,2.669,0,-0.27445,1,52.7,28.041,14.99,0
0.0075272,2.6758,0,-0.27503,1,52.773,28.049,15.063,0
0.0056749,2.6827,0,-0.27561,1,52.846,28.056,15.135,0
0.0038214,2.6896,0,-0.27621,1,52.918,28.063,15.207,0
0.0019668,2.6964,0,-0.27681,1,52.991,28.071,15.28,0
0.00011106,2.7033,0,-0.27742,1,53.064,28.078,15.352,0
-0.0017368,2.7101,0,-0.27768,1,53.136,28.085,15.424,0
-0.0035769,2.7169,0,-0.27764,1,53.209,28.093,15.497,0
-0.0054164,2.7236,0,-0.2776,1,53.282,28.1,15.569,0
-0.0072552,2.7304,0,-0.27758,1,53.354,28.107,15.641,0
-0.0090934,2.7372,0,-0.27756,1,53.427,28.115,15.714,0
-0.010931,2.7439,0,-0.27756,1,53.5,28.122,15.786,0
-0.012768,2.7506,0,-0.27756,1,53.572,28.129,15.858,0
-0.014604,2.7574,0,-0.27756,1,53.645,28.137,15.93,0
-0.016437,2.7641,0,-0.27755,1,53.718,28.144,16.003,0
-0.01821,2.7707,0,-0.2769,1,53.791,28.151,16.075,0
-0.01998,2.7772,0,-0.27625,1,53.863,28.159,16.147,0
-0.021746,2.7838,0,-0.27561,1,53.936,28.166,16.22,0
-0.023509,2.7904,0,-0.27498,1,54.009,28.173,16.292,0
-0.025269,2.797,0,-0.27435,1,54.081,28.181,16.364,0
-0.027026,2.8035,0,-0.27374,1,54.154,28.188,16.437,0
-0.028779,2.8101,0,-0.27313,1,54.227,28.195,16.509,0
-0.030529,2.8166,0,-0.27252,1,54.299,28.203,16.581,0
-0.032211,2.8231,0,-0.27162,1,54.372,28.21,16.654,0
-0.033831,2.8296,0,-0.27045,1,54.445,28.217,16.726,0
-0.035446,2.836,0,-0.26929,1,54.517,28.225,16.798,0
-0.037057,2.8425,0,-0.26814,1,54.59,28.232,16.871,0
-0.038662,2.8489,0,-0.267,1,54.663,28.239,16.943,0
-0.040263,2.8554,0,-0.26587,1,54.736,28.247,17.015,0
-0.041859,2.8618,0,-0.26474,1,54.808,28.254,17.088,0
-0.04345,2.8683,0,-0.26363,1,54.881,28.262,17.16,0
-0.045031,2.8747,0,-0.26251,1,54.954,28.269,17.232,0
-0.04633,2.881,0,-0.26089,1,55.026,28.276,17.305,0
-0.047625,2.8874,0,-0.25929,1,55.099,28.284,17.377,0
-0.048916,2.8937,0,-0.25769,1,55.172,28.291,17.449,0
-0.050203,2.9,0,-0.25611,1,55.244,28.298,17.521,0
-0.051486,2.9064,0,-0.25454,1,55.317,28.306,17.594,0
-0.052765,2.9127,0,-0.25298,1,55.39,28.313,17.666,0
-0.054039,2.919,0,-0.25143,1,55.462,28.32,17.738,0
-0.05531,2.9254,0,-0.2499,1,55.535,28.328,17.811,0
-0.056406,2.9317,0,-0.24815,1,55.608,28.335,17.883,0
-0.057333,2.9379,0,-0.24619,1,55.681,28.342,17.955,0
-0.058258,2.9442,0,-0.24425,1,55.753,28.35,18.028,0
-0.059181,2.9505,0,-0.24232,1,55.826,28.357,18.1,0
-0.060101,2.9568,0,-0.2404,1,55.899,28.364,18.172,0
-0.061018,2.963,0,-0.23849,1,55.971,28.372,18.245,0
-0.061933,2.9693,0,-0.2366,1,56.044,28.379,18.317,0
-0.062845,2.9757,0,-0.23472,1,56.117,28.386,18.389,0
-0.063755,2.982,0,-0.23285,1,56.189,28.394,18.462,0
-0.064381,2.9882,0,-0.23071,1,56.262,28.401,18.534,0
-0.065007,2.9945,0,-0.22857,1,56.335,28.408,18.606,0
-0.065632,3.0008,0,-0.22645,1,56.407,28.416,18.679,0
-0.066255,3.0071,0,-0.22434,1,56.48,28.423,18.751,0
-0.066878,3.0134,0,-0.22224,1,56.553,28.43,18.823,0
-0.067499,3.0197,0,-0.22016,1,56.625,28.438,18.896,0
-0.068119,3.026,0,-0.21808,1,56.698,28.445,18.968,0
-0.068739,3.0323,0,-0.21602,1,56.771,28.452,19.04,0
-0.069253,3.0387,0,-0.21393,1,56.844,28.46,19.112,0
-0.069662,3.0451,0,-0.2118,1,56.916,28.467,19.185,0
-0.070073,3.0515,0,-0.20969,1,56.989,28.474,19.257,0
-0.070501,3.0572,0,-0.20758,1,57.062,28.482,19.329,0
-0.070971,3.0609,0,-0.20548,1,57.134,28.489,19.402,0
-0.071442,3.0646,0,-0.20338,1,57.207,28.496,19.474,0
-0.071914,3.0683,0,-0.20131,1,57.28,28.504,19.546,0
-0.072388,3.0721,0,-0.19924,1,57.352,28.511,19.619,0
-0.072864,3.0758,0,-0.19718,1,57.425,28.518,19.691,0
-0.073101,3.0796,0,-0.19516,1,57.498,28.526,19.763,0
-0.073336,3.0834,0,-0.19314,1,57.57,28.533,19.836,0
-0.073574,3.0873,0,-0.19114,1,57.643,28.54,19.908,0
-0.073814,3.0911,0,-0.18915,1,57.716,28.548,19.98,0
-0.074056,3.095,0,-0.18718,1,57.789,28.555,20.053,0
-0.074302,3.0988,0,-0.18522,1,57.861,28.562,20.125,0
-0.074549,3.1026,0,-0.18327,1,57.934,28.57,20.197,0
-0.074799,3.1065,0,-0.18133,1,58.007,28.577,20.27,0
-0.074955,3.1104,0,-0.17943,1,58.079,28.584,20.342,0
-0.075006,3.1144,0,-0.17756,1,58.152,28.592,20.414,0
-0.07506,3.1184,0,-0.17571,1,58.225,28.599,20.487,0
-0.075118,3.1223,0,-0.17387,1,58.297,28.606,20.559,0
-0.075179,3.1263,0,-0.17204,1,58.37,28.614,20.631,0
-0.075244,3.1303,0,-0.17023,1,58.443,28.621,20.704,0
-0.075313,3.1343,0,-0.16843,1,58.515,28.628,20.776,0
-0.075385,3.1383,0,-0.16665,1,58.588,28.636,20.848,0
-0.075461,3.1423,0,-0.16488,1,58.661,28.643,20.92,0
-0.075479,3.1464,0,-0.1632,1,58.733,28.65,20.993,0
-0.075498,3.1506,0,-0.16154,1,58.806,28.658,21.065,0
-0.07552,3.1547,0,-0.15989,1,58.879,28.665,21.137,0
-0.075544,3.1588,0,-0.15825,1,58.952,28.672,21.21,0
-0.07557,3.163,0,-0.15662,1,59.024,28.68,21.282,0
-0.075599,3.1671,0,-0.155,1,59.097,28.687,21.354,0
-0.075631,3.1713,0,-0.1534,1,59.17,28.694,21.427,0
-0.075665,3.1754,0,-0.1518,1,59.242,28.702,21.499,0
-0.075707,3.1796,0,-0.15023,1,59.315,28.709,21.571,0
-0.075757,3.1839,0,-0.14869,1,59.388,28.716,21.644,0
-0.075806,3.1881,0,-0.14716,1,59.46,28.724,21.716,0
-0.075856,3.1924,0,-0.14563,1,59.533,28.731,21.788,0
-0.075905,3.1967,0,-0.14412,1,59.606,28.738,21.861,0
-0.075955,3.2009,0,-0.14261,1,59.678,28.746,21.933,0
-0.076005,3.2052,0,-0.14111,1,59.751,28.753,22.005,0
-0.076055,3.2095,0,-0.13961,1,59.824,28.76,22.078,0
-0.076106,3.2137,0,-0.13813,1,59.897,28.768,22.15,0
-0.076087,3.2179,0,-0.1366,1,59.969,28.775,22.222,0
-0.076063,3.2222,0,-0.13509,1,60.042,28.782,22.295,0
-0.076038,3.2264,0,-0.13358,1,60.115,28.79,22.367,0
-0.076011,3.2306,0,-0.13207,1,60.187,28.797,22.439,0
-0.075983,3.2348,0,-0.13058,1,60.26,28.804,22.511,0
-0.075954,3.239,0,-0.12909,1,60.333,28.812,22.584,0
-0.075924,3.2433,0,-0.12762,1,60.405,28.819,22.656,0
-0.075892,3.2475,0,-0.12614,1,60.478,28.826,22.728,0
-0.075816,3.2517,0,-0.12464,1,60.551,28.834,22.801,0
-0.075683,3.2559,0,-0.12311,1,60.623,28.841,22.873,0
-0.075549,3.2601,0,-0.12158,1,60.696,28.849,22.945,0
-0.075414,3.2644,0,-0.12005,1,60.769,28.856,23.018,0
-0.075278,3.2686,0,-0.11854,1,60.841,28.863,23.09,0
-0.075141,3.2728,0,-0.11703,1,60.914,28.871,23.162,0
-0.075002,3.277,0,-0.11553,1,60.987,28.878,23.235,0
-0.074862,3.2812,0,-0.11404,1,61.06,28.885,23.307,0
-0.074721,3.2854,0,-0.11256,1,61.132,28.893,23.379,0
-0.074372,3.2895,0,-0.111,1,61.205,28.9,23.452,0
-0.074003,3.2937,0,-0.10944,1,61.278,28.907,23.524,0
-0.073632,3.2978,0,-0.10789,1,61.35,28.915,23.596,0
-0.073258,3.3019,0,-0.10634,1,61.423,28.922,23.669,0
-0.072882,3.306,0,-0.10481,1,61.496,28.929,23.741,0
-0.072503,3.3101,0,-0.10328,1,61.568,28.937,23.813,0
-0.072118,3.3133,0,-0.10177,1,61.641,28.944,23.886,0
-0.071729,3.3158,0,-0.10028,1,61.714,28.951,23.958,0
-0.071281,3.3183,0,-0.098783,1,61.786,28.959,24.03,0
-0.070753,3.3207,0,-0.09726,1,61.859,28.966,24.102,0
-0.070223,3.3231,0,-0.095742,1,61.932,28.973,24.175,0
-0.069692,3.3256,0,-0.094229,1,62.005,28.981,24.247,0
-0.06916,3.328,0,-0.092722,1,62.077,28.988,24.319,0
-0.068627,3.3304,0,-0.091221,1,62.15,28.995,24.392,0
-0.068093,3.3328,0,-0.089726,1,62.223,29.003,24.464,0
-0.067557,3.3353,0,-0.088235,1,62.295,29.01,24.536,0
-0.067021,3.3377,0,-0.086751,1,62.368,29.017,24.609,0
-0.066347,3.34,0,-0.08532,1,62.441,29.025,24.681,0
-0.06566,3.3424,0,-0.083897,1,62.513,29.032,24.753,0
-0.064974,3.3447,0,-0.082477,1,62.586,29.039,24.826,0
-0.064288,3.3471,0,-0.081059,1,62.659,29.047,24.898,0
-0.063603,3.3494,0,-0.079645,1,62.731,29.054,24.97,0
-0.062918,3.3518,0,-0.078233,1,62.804,29.061,25.043,0
-0.062234,3.3541,0,-0.076825,1,62.877,29.069,25.115,0
-0.061551,3.3564,0,-0.075419,1,62.949,29.076,25.187,0
-0.060832,3.3588,0,-0.074097,1,63.022,29.083,25.26,0
-0.06006,3.3612,0,-0.072897,1,63.095,29.091,25.332,0
-0.05929,3.3636,0,-0.071697,1,63.168,29.098,25.404,0
-0.058524,3.366,0,-0.070497,1,63.24,29.105,25.477,0
-0.05776,3.3684,0,-0.069296,1,63.313,29.113,25.549,0
-0.057,3.3708,0,-0.068094,1,63.386,29.12,25.621,0
-0.056242,3.3732,0,-0.066893,1,63.458,29.127,25.694,0
-0.055487,3.3755,0,-0.065691,1,63.531,29.135,25.766,0
-0.054735,3.3779,0,-0.064488,1,63.604,29.142,25.838,0
-0.053933,3.3804,0,-0.063568,1,63.676,29.149,25.91,0
-0.05313,3.3829,0,-0.06268,1,63.749,29.157,25.983,0
-0.052332,3.3855,0,-0.061787,1,63.822,29.164,26.055,0
-0.051539,3.388,0,-0.06089,1,63.894,29.171,26.127,0
-0.050751,3.3905,0,-0.059989,1,63.967,29.179,26.2,0
-0.049969,3.393,0,-0.059083,1,64.04,29.186,26.272,0
-0.049191,3.3955,0,-0.058173,1,64.113,29.193,26.344,0
-0.048419,3.398,0,-0.057259,1,64.185,29.201,26.417,0
-0.047698,3.4005,0,-0.056478,1,64.258,29.208,26.489,0
-0.047058,3.4032,0,-0.055912,1,64.331,29.215,26.561,0
-0.046422,3.4058,0,-0.055337,1,64.403,29.223,26.634,0
-0.045791,3.4084,0,-0.054753,1,64.476,29.23,26.706,0
-0.045165,3.4111,0,-0.054161,1,64.549,29.237,26.778,0
-0.044544,3.4137,0,-0.053561,1,64.621,29.245,26.851,0
-0.043928,3.4163,0,-0.052952,1,64.694,29.252,26.923,0
-0.043317,3.4189,0,-0.052334,1,64.767,29.259,26.995,0
-0.04271,3.4215,0,-0.051708,1,64.839,29.267,27.068,0
-0.042391,3.4243,0,-0.051334,1,64.912,29.274,27.14,0
-0.042117,3.427,0,-0.050985,1,64.985,29.281,27.212,0
-0.041846,3.4298,0,-0.050625,1,65.058,29.289,27.285,0
-0.041578,3.4325,0,-0.050251,1,65.13,29.296,27.357,0
-0.041314,3.4353,0,-0.049865,1,65.203,29.303,27.429,0
-0.041052,3.438,0,-0.049467,1,65.276,29.311,27.501,0
-0.040793,3.4407,0,-0.049056,1,65.348,29.318,27.574,0
-0.04053,3.443,0,-0.048627,1,65.421,29.325,27.646,0
-0.040404,3.4443,0,-0.048248,1,65.494,29.333,27.718,0
-0.040546,3.4457,0,-0.047989,1,65.566,29.34,27.791,0
-0.040687,3.447,0,-0.047718,1,65.639,29.347,27.863,0
-0.040827,3.4483,0,-0.047435,1,65.712,29.355,27.935,0
-0.040967,3.4497,0,-0.047141,1,65.784,29.362,28.008,0
-0.041106,3.451,0,-0.046836,1,65.857,29.369,28.08,0
-0.041244,3.4523,0,-0.04652,1,65.93,29.377,28.152,0
-0.041382,3.4536,0,-0.046192,1,66.002,29.384,28.225,0
-0.041519,3.4548,0,-0.045853,1,66.075,29.391,28.297,0
-0.041905,3.456,0,-0.045599,1,66.148,29.399,28.369,0
-0.04233,3.4572,0,-0.045352,1,66.221,29.406,28.442,0
-0.04275,3.4583,0,-0.045094,1,66.293,29.413,28.514,0
-0.043166,3.4594,0,-0.044827,1,66.366,29.421,28.586,0
-0.043578,3.4605,0,-0.044549,1,66.439,29.428,28.659,0
-0.043985,3.4616,0,-0.044261,1,66.511,29.435,28.731,0
-0.044388,3.4627,0,-0.043963,1,66.584,29.443,28.803,0
-0.044786,3.4638,0,-0.043654,1,66.657,29.45,28.876,0
-0.045269,3.4648,0,-0.043312,1,66.729,29.458,28.948,0
-0.04592,3.4657,0,-0.042915,1,66.802,29.465,29.02,0
-0.046564,3.4666,0,-0.042511,1,66.875,29.472,29.092,0
-0.047202,3.4674,0,-0.042098,1,66.947,29.48,29.165,0
-0.047832,3.4683,0,-0.041677,1,67.02,29.487,29.237,0
-0.048456,3.4691,0,-0.041248,1,67.093,29.494,29.309,0
-0.049072,3.47,0,-0.040811,1,67.166,29.502,29.382,0
-0.049682,3.4708,0,-0.040366,1,67.238,29.509,29.454,0
-0.050285,3.4716,0,-0.039913,1,67.311,29.516,29.526,0
-0.050951,3.4721,0,-0.039235,1,67.384,29.524,29.599,0
-0.051622,3.4725,0,-0.038509,1,67.456,29.531,29.671,0
-0.052284,3.4729,0,-0.037781,1,67.529,29.538,29.743,0
-0.052937,3.4732,0,-0.03705,1,67.602,29.546,29.816,0
-0.05358,3.4736,0,-0.036317,1,67.674,29.553,29.888,0
-0.054214,3.474,0,-0.035581,1,67.747,29.56,29.96,0
-0.05484,3.4744,0,-0.034842,1,67.82,29.568,30.033,0
-0.055456,3.4747,0,-0.0341,1,67.892,29.575,30.105,0
-0.056046,3.4749,0,-0.033268,1,67.965,29.582,30.177,0
-0.056595,3.4749,0,-0.032256,1,68.038,29.59,30.25,0
-0.057133,3.4748,0,-0.031248,1,68.11,29.597,30.322,0
-0.057661,3.4748,0,-0.030244,1,68.183,29.604,30.394,0
-0.058178,3.4747,0,-0.029244,1,68.256,29.612,30.467,0
-0.058686,3.4747,0,-0.028248,1,68.329,29.619,30.539,0
-0.059183,3.4746,0,-0.027257,1,68.401,29.626,30.611,0
-0.05967,3.4745,0,-0.026269,1,68.474,29.634,30.683,0
-0.060147,3.4745,0,-0.025286,1,68.547,29.641,30.756,0
-0.060472,3.4737,0,-0.024132,1,68.619,29.648,30.828,0
-0.060754,3.4728,0,-0.022946,1,68.692,29.656,30.9,0
-0.061025,3.4719,0,-0.02177,1,68.765,29.663,30.973,0
-0.061286,3.471,0,-0.020602,1,68.837,29.67,31.045,0
-0.061536,3.4701,0,-0.019442,1,68.91,29.678,31.117,0
-0.061776,3.4692,0,-0.018291,1,68.983,29.685,31.19,0
-0.062005,3.4683,0,-0.017149,1,69.055,29.692,31.262,0
-0.062224,3.4674,0,-0.016016,1,69.128,29.7,31.334,0
-0.062341,3.4665,0,-0.014677,1,69.201,29.707,31.407,0
-0.062222,3.4646,0,-0.012863,1,69.274,29.714,31.479,0
-0.062097,3.4627,0,-0.011057,1,69.346,29.722,31.551,0
-0.061968,3.4607,0,-0.0092566,1,69.419,29.729,31.624,0
-0.061833,3.4588,0,-0.0074635,1,69.492,29.736,31.696,0
-0.061693,3.4569,0,-0.0056774,1,69.564,29.744,31.768,0
-0.061548,3.4549,0,-0.003898,1,69.637,29.751,31.841,0
-0.061398,3.453,0,-0.0021255,1,69.71,29.758,31.913,0
-0.061243,3.451,0,-0.00035986,1,69.782,29.766,31.985,0
nan,nan,nan,nan,0,69.855,29.773,32.058,0
nan,nan,nan,nan,0,69.928,29.78,32.13,0
nan,nan,nan,nan,0,70,29.788,32.202,0
nan,nan,nan,nan,0,70.073,29.795,32.275,0
nan,nan,nan,nan,0,70.146,29.802,32.347,0
nan,nan,nan,nan,0,70.218,29.81,32.419,0
nan,nan,nan,nan,0,70.291,29.817,32.491,0
nan,nan,nan,nan,0,70.364,29.824,32.564,0
nan,nan,nan,nan,0,70.437,29.832,32.636,0
nan,nan,nan,nan,0,70.509,29.839,32.708,0
nan,nan,nan,nan,0,70.582,29.846,32.781,0
nan,nan,nan,nan,0,70.655,29.854,32.853,0
nan,nan,nan,nan,0,70.727,29.861,32.925,0
nan,nan,nan,nan,0,70.8,29.868,32.998,0
nan,nan,nan,nan,0,70.873,29.876,33.07,0
nan,nan,nan,nan,0,70.945,29.883,33.142,0
nan,nan,nan,nan,0,71.018,29.89,33.215,0
nan,nan,nan,nan,0,71.091,29.898,33.287,0
nan,nan,nan,nan,0,71.163,29.905,33.359,0
nan,nan,nan,nan,0,71.236,29.912,33.432,0
nan,nan,nan,nan,0,71.309,29.92,33.504,0
nan,nan,nan,nan,0,71.382,29.927,33.576,0
nan,nan,nan,nan,0,71.454,29.934,33.649,0
nan,nan,nan,nan,0,71.527,29.942,33.721,0
nan,nan,nan,nan,0,71.6,29.949,33.793,0
nan,nan,nan,nan,0,71.672,29.956,33.866,0
nan,nan,nan,nan,0,71.745,29.964,33.938,0
nan,nan,nan,nan,0,71.818,29.971,34.01,0
nan,nan,nan,nan,0,71.89,29.978,34.082,0
nan,nan,nan,nan,0,71.963,29.986,34.155,0
nan,nan,nan,nan,0,72.036,29.993,34.227,0
nan,nan,nan,nan,0,72.108,30,34.299,0
nan,nan,nan,nan,0,72.181,30.008,34.372,0
nan,nan,nan,nan,0,72.254,30.015,34.444,0
nan,nan,nan,nan,0,72.326,30.022,34.516,0
nan,nan,nan,nan,0,72.399,30.03,34.589,0
nan,nan,nan,nan,0,72.472,30.037,34.661,0
nan,nan,nan,nan,0,72.545,30.044,34.733,0
nan,nan,nan,nan,0,72.617,30.052,34.806,0
nan,nan,nan,nan,0,72.69,30.059,34.878,0
