# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
110.65         	U              	(3.14324005e-03 -1.60124873e-03 -5.12645931e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575121e+00 1.70987342e-01 7.90090298e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
110.7          	p              	-4.99945271e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86980855e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
110.7          	U              	(3.14324127e-03 -1.60125002e-03 -5.12644605e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575116e+00 1.70987360e-01 7.90089991e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
110.75         	p              	-4.99947736e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86981331e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
110.75         	U              	(3.14323854e-03 -1.60124753e-03 -5.12645831e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575110e+00 1.70987377e-01 7.90090045e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
110.8          	p              	-4.99944747e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86981264e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
110.8          	U              	(3.14323979e-03 -1.60124883e-03 -5.12644539e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575105e+00 1.70987394e-01 7.90089844e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
110.85         	p              	-4.99946857e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86981681e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
110.85         	U              	(3.14323704e-03 -1.60124635e-03 -5.12645733e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575100e+00 1.70987411e-01 7.90089813e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
110.9          	p              	-4.99944242e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86981736e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
110.9          	U              	(3.14323918e-03 -1.60124882e-03 -5.12644063e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575095e+00 1.70987429e-01 7.90089607e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
110.95         	p              	-4.99947436e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86981934e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
110.95         	U              	(3.14323461e-03 -1.60124430e-03 -5.12646186e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575090e+00 1.70987446e-01 7.90089688e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111            	p              	-4.99943571e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86982334e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111            	U              	(3.14323743e-03 -1.60124704e-03 -5.12643895e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575084e+00 1.70987463e-01 7.90089421e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.05         	p              	-4.99946254e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86982316e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111.05         	U              	(3.14323324e-03 -1.60124320e-03 -5.12646030e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575079e+00 1.70987480e-01 7.90089429e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.1          	p              	-4.99943026e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86982770e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.1          	U              	(3.14323597e-03 -1.60124587e-03 -5.12643878e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575074e+00 1.70987497e-01 7.90089275e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.15         	p              	-4.99945243e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86982630e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111.15         	U              	(3.14323175e-03 -1.60124202e-03 -5.12645912e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575069e+00 1.70987514e-01 7.90089199e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.2          	p              	-4.99942523e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86983145e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.2          	U              	(3.14323440e-03 -1.60124458e-03 -5.12643843e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575064e+00 1.70987531e-01 7.90089114e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.25         	p              	-4.99944302e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86982972e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111.25         	U              	(3.14323028e-03 -1.60124087e-03 -5.12645780e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575059e+00 1.70987548e-01 7.90088990e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.3          	p              	-4.99941983e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86983652e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.3          	U              	(3.14323445e-03 -1.60124520e-03 -5.12643111e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575054e+00 1.70987565e-01 7.90088882e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.35         	p              	-4.99944636e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86983108e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111.35         	U              	(3.14322713e-03 -1.60123814e-03 -5.12646579e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575049e+00 1.70987581e-01 7.90088858e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.4          	p              	-4.99941302e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86984237e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.4          	U              	(3.14323240e-03 -1.60124309e-03 -5.12642922e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575044e+00 1.70987598e-01 7.90088688e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.45         	p              	-4.99943452e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86983547e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111.45         	U              	(3.14322595e-03 -1.60123721e-03 -5.12646337e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575039e+00 1.70987615e-01 7.90088622e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.5          	p              	-4.99940788e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86984592e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.5          	U              	(3.14323079e-03 -1.60124177e-03 -5.12643004e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575034e+00 1.70987631e-01 7.90088537e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.55         	p              	-4.99942487e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86983911e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111.55         	U              	(3.14322462e-03 -1.60123617e-03 -5.12646123e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575030e+00 1.70987648e-01 7.90088402e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.6          	p              	-4.99940319e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86984894e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.6          	U              	(3.14322901e-03 -1.60124029e-03 -5.12643076e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575025e+00 1.70987665e-01 7.90088375e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.65         	p              	-4.99942534e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86983995e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111.65         	U              	(3.14322070e-03 -1.60123239e-03 -5.12646963e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575020e+00 1.70987681e-01 7.90088188e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.7          	p              	-4.99939631e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86985546e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.7          	U              	(3.14322979e-03 -1.60124117e-03 -5.12641772e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575015e+00 1.70987698e-01 7.90088223e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.75         	p              	-4.99941653e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86984429e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
111.75         	U              	(3.14322014e-03 -1.60123241e-03 -5.12646951e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575010e+00 1.70987714e-01 7.90088004e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.8          	p              	-4.99939069e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86985925e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.8          	U              	(3.14322752e-03 -1.60123925e-03 -5.12642039e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575006e+00 1.70987730e-01 7.90088013e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.85         	p              	-4.99940647e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86984888e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.85         	U              	(3.14321877e-03 -1.60123133e-03 -5.12646574e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16575001e+00 1.70987747e-01 7.90087787e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.9          	p              	-4.99938623e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86986194e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.9          	U              	(3.14322539e-03 -1.60123743e-03 -5.12642244e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574996e+00 1.70987763e-01 7.90087847e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
111.95         	p              	-4.99940665e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86984951e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
111.95         	U              	(3.14321366e-03 -1.60122652e-03 -5.12647791e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574992e+00 1.70987780e-01 7.90087540e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112            	p              	-4.99937861e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86986846e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112            	U              	(3.14322720e-03 -1.60123924e-03 -5.12640429e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574987e+00 1.70987796e-01 7.90087751e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.05         	p              	-4.99939837e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86985361e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.05         	U              	(3.14321371e-03 -1.60122704e-03 -5.12647751e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574982e+00 1.70987812e-01 7.90087361e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.1          	p              	-4.99937347e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86987173e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.1          	U              	(3.14322444e-03 -1.60123686e-03 -5.12640905e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574978e+00 1.70987828e-01 7.90087529e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.15         	p              	-4.99938879e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86985854e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.15         	U              	(3.14321257e-03 -1.60122616e-03 -5.12647176e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574973e+00 1.70987845e-01 7.90087154e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.2          	p              	-4.99936926e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86987420e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.2          	U              	(3.14322193e-03 -1.60123470e-03 -5.12641291e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574969e+00 1.70987861e-01 7.90087355e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.25         	p              	-4.99938087e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86986288e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.25         	U              	(3.14321165e-03 -1.60122549e-03 -5.12646656e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574964e+00 1.70987877e-01 7.90086964e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.3          	p              	-4.99936202e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86987911e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.3          	U              	(3.14322500e-03 -1.60123767e-03 -5.12639560e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574960e+00 1.70987893e-01 7.90087256e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.35         	p              	-4.99938078e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86986298e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.35         	U              	(3.14320543e-03 -1.60122005e-03 -5.12648837e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574955e+00 1.70987910e-01 7.90086670e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.4          	p              	-4.99935547e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86988386e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.4          	U              	(3.14322103e-03 -1.60123412e-03 -5.12639472e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574951e+00 1.70987925e-01 7.90087080e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.45         	p              	-4.99937196e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86986825e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.45         	U              	(3.14320552e-03 -1.60122025e-03 -5.12648031e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574946e+00 1.70987942e-01 7.90086505e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.5          	p              	-4.99935159e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86988615e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.5          	U              	(3.14321863e-03 -1.60123207e-03 -5.12640105e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574942e+00 1.70987957e-01 7.90086892e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.55         	p              	-4.99936659e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86987274e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.55         	U              	(3.14320509e-03 -1.60122002e-03 -5.12647336e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574938e+00 1.70987974e-01 7.90086317e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.6          	p              	-4.99934879e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86988820e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.6          	U              	(3.14321605e-03 -1.60122985e-03 -5.12640620e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574933e+00 1.70987989e-01 7.90086706e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.65         	p              	-4.99936675e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86987331e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.65         	U              	(3.14319779e-03 -1.60121381e-03 -5.12649204e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574929e+00 1.70988007e-01 7.90085897e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.7          	p              	-4.99934034e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86989499e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
112.7          	U              	(3.14321993e-03 -1.60123342e-03 -5.12637877e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574924e+00 1.70988021e-01 7.90086844e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.75         	p              	-4.99936209e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86987772e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.75         	U              	(3.14319914e-03 -1.60121499e-03 -5.12649146e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574920e+00 1.70988038e-01 7.90085722e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.8          	p              	-4.99933715e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86989763e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.8          	U              	(3.14321625e-03 -1.60123026e-03 -5.12638689e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574916e+00 1.70988053e-01 7.90086528e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.85         	p              	-4.99935604e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86988268e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.85         	U              	(3.14319839e-03 -1.60121443e-03 -5.12648263e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574912e+00 1.70988070e-01 7.90085593e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.9          	p              	-4.99933441e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86989945e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.9          	U              	(3.14321315e-03 -1.60122759e-03 -5.12639342e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574907e+00 1.70988085e-01 7.90086306e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
112.95         	p              	-4.99935052e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86988701e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
112.95         	U              	(3.14319784e-03 -1.60121407e-03 -5.12647517e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574903e+00 1.70988102e-01 7.90085455e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113            	p              	-4.99933113e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86990148e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113            	U              	(3.14321039e-03 -1.60122522e-03 -5.12639896e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574899e+00 1.70988116e-01 7.90086089e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.05         	p              	-4.99935167e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86988798e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.05         	U              	(3.14318982e-03 -1.60120762e-03 -5.12649560e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574895e+00 1.70988135e-01 7.90084901e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.1          	p              	-4.99932395e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86990796e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113.1          	U              	(3.14321488e-03 -1.60122930e-03 -5.12636856e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574890e+00 1.70988148e-01 7.90086413e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.15         	p              	-4.99934728e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86989251e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.15         	U              	(3.14319135e-03 -1.60120854e-03 -5.12649634e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574886e+00 1.70988166e-01 7.90084723e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.2          	p              	-4.99932002e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86991045e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113.2          	U              	(3.14321108e-03 -1.60122606e-03 -5.12637654e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574882e+00 1.70988179e-01 7.90086024e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.25         	p              	-4.99934104e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86989721e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.25         	U              	(3.14319058e-03 -1.60120795e-03 -5.12648741e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574878e+00 1.70988197e-01 7.90084656e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.3          	p              	-4.99931678e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86991216e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113.3          	U              	(3.14320786e-03 -1.60122331e-03 -5.12638331e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574874e+00 1.70988211e-01 7.90085761e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.35         	p              	-4.99933532e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86990135e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.35         	U              	(3.14319008e-03 -1.60120761e-03 -5.12647964e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574870e+00 1.70988229e-01 7.90084558e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.4          	p              	-4.99931310e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86991417e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113.4          	U              	(3.14320500e-03 -1.60122088e-03 -5.12638926e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574865e+00 1.70988243e-01 7.90085513e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.45         	p              	-4.99933761e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86990263e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.45         	U              	(3.14318096e-03 -1.60120064e-03 -5.12650306e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574861e+00 1.70988262e-01 7.90083886e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.5          	p              	-4.99930685e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86992004e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113.5          	U              	(3.14321040e-03 -1.60122581e-03 -5.12635430e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574857e+00 1.70988273e-01 7.90086004e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.55         	p              	-4.99933353e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86990707e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.55         	U              	(3.14318298e-03 -1.60120151e-03 -5.12650495e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574853e+00 1.70988292e-01 7.90083705e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.6          	p              	-4.99930249e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86992259e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113.6          	U              	(3.14320633e-03 -1.60122231e-03 -5.12636306e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574849e+00 1.70988305e-01 7.90085560e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.65         	p              	-4.99932687e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86991155e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.65         	U              	(3.14318231e-03 -1.60120100e-03 -5.12649500e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574845e+00 1.70988323e-01 7.90083683e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.7          	p              	-4.99929896e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86992433e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113.7          	U              	(3.14320290e-03 -1.60121939e-03 -5.12637087e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574841e+00 1.70988337e-01 7.90085266e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.75         	p              	-4.99932080e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86991542e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.75         	U              	(3.14318196e-03 -1.60120078e-03 -5.12648623e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574837e+00 1.70988355e-01 7.90083616e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.8          	p              	-4.99929513e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86992637e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
113.8          	U              	(3.14319985e-03 -1.60121679e-03 -5.12637785e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574833e+00 1.70988368e-01 7.90084988e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.85         	p              	-4.99932421e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.86991684e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
113.85         	U              	(3.14317161e-03 -1.60119316e-03 -5.12651308e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16574829e+00 1.70988388e-01 7.90082812e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
113.9          	p              	-4.99928949e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.86993175e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
