# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
62.6           	p              	-5.02921518e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84878673e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
62.6           	U              	(3.15220153e-03 -1.60777681e-03 -5.13141728e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16639261e+00 1.70723654e-01 7.91413179e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
62.65          	p              	-5.02909042e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84886758e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
62.65          	U              	(3.15215732e-03 -1.60774557e-03 -5.13139564e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16638991e+00 1.70724928e-01 7.91405692e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
62.7           	p              	-5.02896779e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84895087e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
62.7           	U              	(3.15211417e-03 -1.60771531e-03 -5.13137088e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16638720e+00 1.70726196e-01 7.91398837e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
62.75          	p              	-5.02884507e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84903174e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
62.75          	U              	(3.15207106e-03 -1.60768507e-03 -5.13134947e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16638450e+00 1.70727460e-01 7.91391689e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
62.8           	p              	-5.02872284e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84911391e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
62.8           	U              	(3.15202889e-03 -1.60765567e-03 -5.13132531e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16638181e+00 1.70728719e-01 7.91384773e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
62.85          	p              	-5.02860124e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84919456e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
62.85          	U              	(3.15198689e-03 -1.60762642e-03 -5.13130353e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16637911e+00 1.70729974e-01 7.91377784e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
62.9           	p              	-5.02847985e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84927579e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
62.9           	U              	(3.15194568e-03 -1.60759787e-03 -5.13128000e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16637642e+00 1.70731223e-01 7.91370895e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
62.95          	p              	-5.02835964e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84935575e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
62.95          	U              	(3.15190476e-03 -1.60756959e-03 -5.13125807e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16637373e+00 1.70732468e-01 7.91364068e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63             	p              	-5.02823818e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84943691e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63             	U              	(3.15186456e-03 -1.60754193e-03 -5.13123496e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16637105e+00 1.70733708e-01 7.91357115e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.05          	p              	-5.02811963e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84951573e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.05          	U              	(3.15182470e-03 -1.60751458e-03 -5.13121283e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16636836e+00 1.70734942e-01 7.91350476e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.1           	p              	-5.02799898e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84959637e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.1           	U              	(3.15178540e-03 -1.60748773e-03 -5.13119042e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16636569e+00 1.70736171e-01 7.91343599e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.15          	p              	-5.02788049e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84967525e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.15          	U              	(3.15174658e-03 -1.60746128e-03 -5.13116807e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16636301e+00 1.70737396e-01 7.91336951e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.2           	p              	-5.02776150e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84975464e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.2           	U              	(3.15170819e-03 -1.60743522e-03 -5.13114605e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16636034e+00 1.70738615e-01 7.91330233e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.25          	p              	-5.02764356e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84983320e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.25          	U              	(3.15167033e-03 -1.60740962e-03 -5.13112378e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16635768e+00 1.70739828e-01 7.91323618e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.3           	p              	-5.02752578e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84991177e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.3           	U              	(3.15163293e-03 -1.60738440e-03 -5.13110186e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16635501e+00 1.70741037e-01 7.91317009e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.35          	p              	-5.02740860e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.84998984e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.35          	U              	(3.15159603e-03 -1.60735964e-03 -5.13107981e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16635236e+00 1.70742240e-01 7.91310462e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.4           	p              	-5.02729189e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85006774e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.4           	U              	(3.15155956e-03 -1.60733523e-03 -5.13105811e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16634970e+00 1.70743438e-01 7.91303938e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.45          	p              	-5.02717546e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85014523e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.45          	U              	(3.15152364e-03 -1.60731131e-03 -5.13103612e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16634705e+00 1.70744630e-01 7.91297472e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.5           	p              	-5.02705959e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85022258e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.5           	U              	(3.15148814e-03 -1.60728775e-03 -5.13101459e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16634441e+00 1.70745817e-01 7.91291033e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.55          	p              	-5.02694418e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85029948e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.55          	U              	(3.15145313e-03 -1.60726462e-03 -5.13099288e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16634177e+00 1.70746998e-01 7.91284643e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.6           	p              	-5.02682921e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85037622e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.6           	U              	(3.15141855e-03 -1.60724184e-03 -5.13097147e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16633914e+00 1.70748174e-01 7.91278292e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.65          	p              	-5.02671472e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85045253e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.65          	U              	(3.15138445e-03 -1.60721948e-03 -5.13094999e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16633651e+00 1.70749344e-01 7.91271981e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.7           	p              	-5.02660067e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85052869e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.7           	U              	(3.15135076e-03 -1.60719747e-03 -5.13092874e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16633388e+00 1.70750509e-01 7.91265713e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.75          	p              	-5.02648713e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85060440e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.75          	U              	(3.15131756e-03 -1.60717587e-03 -5.13090742e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16633126e+00 1.70751667e-01 7.91259489e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.8           	p              	-5.02637420e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85067981e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.8           	U              	(3.15128487e-03 -1.60715470e-03 -5.13088612e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16632865e+00 1.70752820e-01 7.91253314e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.85          	p              	-5.02626096e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85075540e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.85          	U              	(3.15125239e-03 -1.60713370e-03 -5.13086564e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16632604e+00 1.70753968e-01 7.91247143e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.9           	p              	-5.02614890e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85083025e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.9           	U              	(3.15122039e-03 -1.60711311e-03 -5.13084447e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16632343e+00 1.70755109e-01 7.91241039e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
63.95          	p              	-5.02603702e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85090494e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
63.95          	U              	(3.15118877e-03 -1.60709283e-03 -5.13082384e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16632084e+00 1.70756245e-01 7.91234985e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64             	p              	-5.02592570e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85097936e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64             	U              	(3.15115763e-03 -1.60707297e-03 -5.13080294e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16631824e+00 1.70757375e-01 7.91228963e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.05          	p              	-5.02581489e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85105335e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.05          	U              	(3.15112688e-03 -1.60705342e-03 -5.13078242e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16631566e+00 1.70758499e-01 7.91222992e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.1           	p              	-5.02570445e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85112722e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.1           	U              	(3.15109658e-03 -1.60703424e-03 -5.13076179e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16631308e+00 1.70759617e-01 7.91217054e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.15          	p              	-5.02559457e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85120065e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.15          	U              	(3.15106665e-03 -1.60701537e-03 -5.13074141e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16631050e+00 1.70760730e-01 7.91211166e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.2           	p              	-5.02548516e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85127388e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.2           	U              	(3.15103717e-03 -1.60699687e-03 -5.13072096e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16630794e+00 1.70761836e-01 7.91205315e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.25          	p              	-5.02537609e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85134682e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.25          	U              	(3.15100804e-03 -1.60697866e-03 -5.13070082e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16630537e+00 1.70762936e-01 7.91199511e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.3           	p              	-5.02526735e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85141962e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.3           	U              	(3.15097928e-03 -1.60696075e-03 -5.13068071e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16630282e+00 1.70764031e-01 7.91193740e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.35          	p              	-5.02515905e-01	(1.21582604e-01 1.02709283e+00 2.64491183e-17)	6.85149210e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.35          	U              	(3.15095086e-03 -1.60694311e-03 -5.13066076e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16630027e+00 1.70765119e-01 7.91188021e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.4           	p              	-5.02505118e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85156445e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.4           	U              	(3.15092278e-03 -1.60692574e-03 -5.13064091e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16629773e+00 1.70766202e-01 7.91182333e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.45          	p              	-5.02495646e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85163613e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.45          	U              	(3.15089510e-03 -1.60690870e-03 -5.13062101e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16629519e+00 1.70767278e-01 7.91176708e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.5           	p              	-5.02486156e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85170786e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.5           	U              	(3.15086777e-03 -1.60689194e-03 -5.13060140e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16629267e+00 1.70768349e-01 7.91171106e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.55          	p              	-5.02476700e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85177931e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.55          	U              	(3.15084076e-03 -1.60687543e-03 -5.13058186e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16629014e+00 1.70769413e-01 7.91165546e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.6           	p              	-5.02467306e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85185026e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.6           	U              	(3.15081410e-03 -1.60685920e-03 -5.13056234e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16628763e+00 1.70770471e-01 7.91160038e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.65          	p              	-5.02457929e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85192106e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.65          	U              	(3.15078781e-03 -1.60684326e-03 -5.13054293e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16628512e+00 1.70771524e-01 7.91154571e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.7           	p              	-5.02448586e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85199155e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.7           	U              	(3.15076188e-03 -1.60682761e-03 -5.13052361e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16628262e+00 1.70772570e-01 7.91149146e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.75          	p              	-5.02439296e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85206161e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.75          	U              	(3.15073631e-03 -1.60681225e-03 -5.13050432e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16628013e+00 1.70773610e-01 7.91143766e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.8           	p              	-5.02429972e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85213188e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.8           	U              	(3.15071102e-03 -1.60679710e-03 -5.13048539e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16627765e+00 1.70774644e-01 7.91138419e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.85          	p              	-5.02420749e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85220136e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.85          	U              	(3.15068608e-03 -1.60678222e-03 -5.13046629e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16627517e+00 1.70775672e-01 7.91133130e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.9           	p              	-5.02411496e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85227102e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.9           	U              	(3.15066140e-03 -1.60676754e-03 -5.13044758e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16627270e+00 1.70776693e-01 7.91127869e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
64.95          	p              	-5.02402310e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85234014e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
64.95          	U              	(3.15063706e-03 -1.60675313e-03 -5.13042872e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16627024e+00 1.70777709e-01 7.91122656e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
65             	p              	-5.02393138e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85240905e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
65             	U              	(3.15061300e-03 -1.60673892e-03 -5.13041016e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16626778e+00 1.70778719e-01 7.91117479e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
65.05          	p              	-5.02384001e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85247773e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
65.05          	U              	(3.15058924e-03 -1.60672494e-03 -5.13039156e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16626534e+00 1.70779722e-01 7.91112351e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
65.1           	p              	-5.02374892e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85254609e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
65.1           	U              	(3.15056577e-03 -1.60671118e-03 -5.13037316e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16626290e+00 1.70780719e-01 7.91107262e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
65.15          	p              	-5.02365813e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85261423e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
65.15          	U              	(3.15054260e-03 -1.60669764e-03 -5.13035479e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16626047e+00 1.70781711e-01 7.91102216e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
65.2           	p              	-5.02356759e-01	(1.21582604e-01 -1.02709283e+00 -2.64491183e-17)	6.85268209e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
65.2           	U              	(3.15051969e-03 -1.60668430e-03 -5.13033661e-20)	(7.02007805e-01 7.59452234e-01 0.00000000e+00)	(1.16625805e+00 1.70782696e-01 7.91097210e-20)	(6.90656563e-01 2.44782347e+00 0.00000000e+00)
