# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1790           	U              	(-8.14586461e-02 -1.27239792e-01 -1.51130016e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.21918762e+00 2.54504815e-01 2.01315528e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1791           	p              	-4.79713058e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50686507e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1791           	U              	(-1.07515884e-01 -7.55946375e-02 -2.06324427e-18)	(6.06508443e+00 -1.24791226e+00 0.00000000e+00)	(1.21654956e+00 2.55534809e-01 2.02884358e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1792           	p              	-4.80517857e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50888074e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1792           	U              	(-9.44247446e-02 -8.05671552e-02 -4.15750532e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21410275e+00 2.56169042e-01 2.05901058e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1793           	p              	-4.79935172e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50655336e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1793           	U              	(-1.28132810e-01 -8.24252279e-02 -7.69189440e-19)	(2.14647948e+00 -4.27276326e-01 0.00000000e+00)	(1.22248720e+00 1.50267223e-01 1.30593464e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1794           	p              	-4.77529335e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50271510e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1794           	U              	(-1.76644579e-01 -8.26582020e-02 -2.03261067e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21743758e+00 1.48940495e-01 1.56636758e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1795           	p              	-4.73693323e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49582857e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1795           	U              	(-1.71095853e-01 -1.18658011e-01 -1.52874427e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21341122e+00 1.45741789e-01 1.82230609e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1796           	p              	-4.68229350e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48760301e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1796           	U              	(-1.93206233e-01 -1.46746988e-01 -1.29146099e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.21072328e+00 1.40856839e-01 2.05214187e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1797           	p              	-4.61508968e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47894982e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1797           	U              	(-2.19636962e-01 -1.82267259e-01 -2.23638864e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21082712e+00 2.51923481e-01 2.32297565e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1798           	p              	-4.53761184e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47281504e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1798           	U              	(-2.21004121e-01 -2.22916818e-01 -1.47796114e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.21008280e+00 1.27454683e-01 2.37620553e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1799           	p              	-4.61842425e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47311457e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1799           	U              	(-2.30834540e-01 -2.65367438e-01 -6.31863641e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21219027e+00 1.20033242e-01 2.41250760e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1800           	p              	-4.69092495e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48020008e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1800           	U              	(-2.32377010e-01 -2.92488581e-01 -5.48778779e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21713064e+00 2.45920414e-01 2.39019822e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1801           	p              	-4.74269923e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49230121e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1801           	U              	(-2.37168160e-01 -2.97872344e-01 -3.43394539e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.22056922e+00 1.07103200e-01 2.20410806e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1802           	p              	-4.77937886e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50242785e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1802           	U              	(-2.48920411e-01 -2.81480631e-01 -4.53106292e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22982509e+00 1.52169119e-01 2.57444191e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1803           	p              	-4.79963457e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50806891e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1803           	U              	(-2.49180355e-01 -2.92836206e-01 -4.82137361e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.25240982e+00 1.31463079e-01 2.63789030e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1804           	p              	-4.80456677e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50900757e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1804           	U              	(-2.50299396e-01 -2.57024008e-01 -5.75005228e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26912672e+00 1.05194358e-01 2.59452092e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1805           	p              	-4.79516781e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50586216e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1805           	U              	(-2.51707198e-01 -8.70744890e-02 -1.07235238e-19)	(2.79283550e+00 1.09976269e-01 -1.02317444e-17)	(1.22778810e+00 2.42929502e-01 2.22564276e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1806           	p              	-4.76740337e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50154101e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1806           	U              	(-2.58912064e-01 -1.47126806e-01 -1.11541473e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22875893e+00 2.43678706e-01 2.18575953e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1807           	p              	-4.72657010e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49353858e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1807           	U              	(-2.61385031e-01 -6.85445856e-02 -1.25497665e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22919737e+00 2.44749569e-01 2.14817523e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1808           	p              	-4.66813114e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48531992e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1808           	U              	(-1.91438380e-01 -3.35912351e-01 -6.76097305e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22907157e+00 2.46074557e-01 2.11068803e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1809           	p              	-4.59828019e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47719898e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1809           	U              	(-1.93223068e-01 -2.74343658e-01 -8.72391124e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23293560e+00 1.71659927e-01 9.86410073e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1810           	p              	-4.54680390e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47333168e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1810           	U              	(-2.32843824e-01 -8.22971894e-02 -1.11052848e-18)	(4.28740951e+00 -8.12811260e-01 1.06017766e-17)	(1.23158519e+00 2.49030118e-01 1.07979559e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1811           	p              	-4.63619323e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47449108e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1811           	U              	(-1.74186319e-01 -9.27931791e-02 -1.05855185e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22531073e+00 2.50822022e-01 2.03085880e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1812           	p              	-4.70483402e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48193164e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1812           	U              	(-9.42756502e-02 -2.78225626e-01 -1.10869405e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22312372e+00 2.52384803e-01 2.01627639e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1813           	p              	-4.75298585e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49444807e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1813           	U              	(-8.21664654e-02 -1.85315648e-01 -1.34798761e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22062583e+00 2.53814496e-01 2.01074747e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1814           	p              	-4.78491247e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50441485e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1814           	U              	(-8.81959608e-02 -1.85827319e-01 -1.35058328e-18)	(6.14432555e+00 -1.03066096e+00 1.83849068e-17)	(1.21797850e+00 2.55016363e-01 2.01829153e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1815           	p              	-4.80127692e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50912781e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1815           	U              	(-9.68419661e-02 -6.24282358e-02 -4.13824200e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21539518e+00 2.55881180e-01 2.04030574e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1816           	p              	-4.80372198e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50852104e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1816           	U              	(-9.20965502e-02 -9.46521993e-02 -4.10892700e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21310529e+00 2.56307782e-01 2.07728572e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1817           	p              	-4.79046875e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50474330e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1817           	U              	(-8.65611822e-02 -1.21792066e-01 -3.75076135e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22008524e+00 1.49921266e-01 1.42366689e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1818           	p              	-4.75970320e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49941466e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1818           	U              	(-1.74212028e-01 -1.00051812e-01 -1.80925882e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21546133e+00 1.47723521e-01 1.68375596e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1819           	p              	-4.71499722e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49133967e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1819           	U              	(-1.68704132e-01 -1.31626994e-01 -1.28385354e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21201534e+00 1.43723914e-01 1.93065976e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1820           	p              	-4.65301591e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48353677e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1820           	U              	(-1.91303533e-01 -1.67013060e-01 -1.35765820e-19)	(2.53567344e+00 -9.98388978e-02 3.65545506e-17)	(1.21026031e+00 2.52921446e-01 2.29470909e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1821           	p              	-4.58090777e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47586680e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1821           	U              	(-2.16356781e-01 -1.99296232e-01 -1.69471153e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21147310e+00 2.51031386e-01 2.34414485e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1822           	p              	-4.56838021e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47322358e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1822           	U              	(-2.31837763e-01 -2.41074305e-01 -6.37404240e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21086008e+00 1.24074202e-01 2.40456530e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1823           	p              	-4.65379224e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47559677e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1823           	U              	(-2.30870042e-01 -2.80313426e-01 -6.04783576e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21365863e+00 1.16773184e-01 2.39512940e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1824           	p              	-4.71736263e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48430600e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1824           	U              	(-2.34088786e-01 -2.97434150e-01 -4.69163362e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21831136e+00 2.45156082e-01 2.38417989e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1825           	p              	-4.76159050e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49719206e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1825           	U              	(-2.37108911e-01 -2.34913060e-01 -6.06733160e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22303272e+00 1.04887627e-01 2.12081909e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1826           	p              	-4.79037265e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50578899e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1826           	U              	(-2.24683214e-01 -2.14168362e-01 -6.33161840e-19)	(5.05062242e+00 8.10724339e-01 2.13488805e-17)	(1.24066814e+00 1.43423020e-01 2.61365323e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1827           	p              	-4.80323018e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50933218e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1827           	U              	(-2.50085544e-01 -2.78982090e-01 -5.26367896e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26090122e+00 1.20133600e-01 2.63356231e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1828           	p              	-4.80261026e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50769799e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1828           	U              	(-2.49850524e-01 -2.34551081e-01 -6.18940077e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22705113e+00 2.42677544e-01 2.24696048e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1829           	p              	-4.78463081e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50397077e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1829           	U              	(-2.57876548e-01 -1.28751255e-01 -1.82380487e-19)	(3.09346251e+00 -1.17981676e-01 3.97282477e-17)	(1.22828729e+00 2.43226070e-01 2.20733515e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1830           	p              	-4.75054188e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49799714e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1830           	U              	(-2.61548037e-01 -1.12773732e-01 -1.18939232e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22901970e+00 2.44130767e-01 2.16824196e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1831           	p              	-4.70173944e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48970190e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1831           	U              	(-2.59393527e-01 -3.00551951e-02 -1.29296308e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22920343e+00 2.45326746e-01 2.13078278e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1832           	p              	-4.63696314e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48190407e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1832           	U              	(-1.92573877e-01 -3.11796998e-01 -7.81143352e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23369734e+00 1.69976005e-01 1.00565329e-19)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1833           	p              	-4.56362477e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47409334e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1833           	U              	(-2.80249528e-02 -4.33958325e-01 -8.35537454e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.23231132e+00 2.48116322e-01 1.08196377e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1834           	p              	-4.59030266e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47267349e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1834           	U              	(-2.38681405e-01 -5.28078621e-02 -2.39792699e-19)	(4.33814014e+00 -5.83938024e-01 3.28248113e-17)	(1.22633261e+00 2.49935008e-01 2.04162527e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1835           	p              	-4.67008617e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47733864e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1835           	U              	(-1.02574644e-01 -3.22588731e-01 -9.86650220e-19)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22436198e+00 2.51539301e-01 2.02318517e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1836           	p              	-4.72831443e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48790629e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1836           	U              	(-8.77586233e-02 -2.37954294e-01 -1.21450369e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22201348e+00 2.53055223e-01 2.01195343e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1837           	p              	-4.76977428e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49955713e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1837           	U              	(-8.11981558e-02 -1.37424637e-01 -1.48065502e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.21942036e+00 2.54397194e-01 2.01241717e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1838           	p              	-4.79567355e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50645618e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1838           	U              	(-5.07882040e-02 -2.27713455e-01 -1.19592501e-18)	(6.46184419e+00 -1.02964921e+00 -3.40350469e-17)	(1.21677555e+00 2.55457341e-01 2.02689480e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1839           	p              	-4.80483093e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50899625e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1839           	U              	(-9.48570635e-02 -7.77340885e-02 -4.15963348e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21430278e+00 2.56130355e-01 2.05570260e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1840           	p              	-4.80035645e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50696987e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1840           	U              	(-8.95993057e-02 -1.07801419e-01 -3.97924171e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22296777e+00 1.50291956e-01 1.28311588e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1841           	p              	-4.77741668e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50360698e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1841           	U              	(-1.77091534e-01 -7.90252222e-02 -2.07405595e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21784360e+00 1.49137809e-01 1.54306959e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1842           	p              	-4.74031423e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49682514e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1842           	U              	(-1.71597028e-01 -1.15839237e-01 -1.57526524e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21371129e+00 1.46102991e-01 1.79951302e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
