# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1003           	U              	(-2.50130777e-01 -2.77910076e-01 -5.29249414e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26143614e+00 1.19312929e-01 2.63228433e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1004           	p              	-4.80248232e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50750828e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1004           	U              	(-2.49791068e-01 -2.32900029e-01 -6.22248336e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22709936e+00 2.42687555e-01 2.24575356e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1005           	p              	-4.78382552e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50381859e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1005           	U              	(-2.58264393e-01 -1.26544249e-01 -1.78879509e-19)	(3.09346251e+00 -1.17981676e-01 3.97282477e-17)	(1.22832057e+00 2.43248540e-01 2.20601802e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1006           	p              	-4.74929019e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49775630e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1006           	U              	(-2.61647100e-01 -1.10332143e-01 -1.19405110e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22903565e+00 2.44164248e-01 2.16699936e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1007           	p              	-4.69993361e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48941351e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1007           	U              	(-2.59193742e-01 -2.73003163e-02 -1.29501789e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22920122e+00 2.45368812e-01 2.12958000e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1008           	p              	-4.63483560e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48157848e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1008           	U              	(-1.92711302e-01 -3.09820480e-01 -7.87047254e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23365975e+00 1.70074193e-01 1.00438608e-19)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1009           	p              	-4.56113745e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47389754e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1009           	U              	(-2.72551728e-02 -4.35937993e-01 -8.19075810e-19)	(6.94089297e+00 1.16278347e-01 0.00000000e+00)	(1.23227437e+00 2.48168786e-01 1.08185619e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1010           	p              	-4.59305475e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47279304e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1010           	U              	(-2.38915260e-01 -4.91750084e-02 -2.42108174e-19)	(4.33814014e+00 -5.83938024e-01 3.28248113e-17)	(1.22627879e+00 2.49986018e-01 2.04096475e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1011           	p              	-4.67214866e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47767672e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1011           	U              	(-1.02142157e-01 -3.20094818e-01 -9.94272709e-19)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22429454e+00 2.51588784e-01 2.02267945e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1012           	p              	-4.72988398e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48829738e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1012           	U              	(-8.73607503e-02 -2.34970355e-01 -1.22217636e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22193554e+00 2.53101000e-01 2.01174587e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1013           	p              	-4.77101562e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49972858e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1013           	U              	(-8.12743854e-02 -1.33808388e-01 -1.49144173e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.21933735e+00 2.54435898e-01 2.01267520e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1014           	p              	-4.79629975e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50657057e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1014           	U              	(-5.07127727e-02 -2.24570803e-01 -1.20671632e-18)	(6.46184419e+00 -1.02964921e+00 -3.40350469e-17)	(1.21669452e+00 2.55485271e-01 2.02757782e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1015           	p              	-4.80494806e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50899308e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1015           	U              	(-9.47076860e-02 -7.87557901e-02 -4.15917863e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21423049e+00 2.56144488e-01 2.05686335e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1016           	p              	-4.79985227e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50694720e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1016           	U              	(-8.94237713e-02 -1.08665312e-01 -3.96766854e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22279495e+00 1.50285249e-01 1.29118454e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1017           	p              	-4.77656983e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50335038e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1017           	U              	(-1.76934903e-01 -8.03269311e-02 -2.05927482e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21769740e+00 1.49069507e-01 1.55129971e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1018           	p              	-4.73918083e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49640534e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1018           	U              	(-1.71417041e-01 -1.16850056e-01 -1.55869572e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21360307e+00 1.45975881e-01 1.80766592e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1019           	p              	-4.68596618e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48785551e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1019           	U              	(-1.93552843e-01 -1.44901850e-01 -1.29644678e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.21083223e+00 1.41182511e-01 2.03954478e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1020           	p              	-4.61956122e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47905221e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1020           	U              	(-2.20108671e-01 -1.79897185e-01 -2.30442673e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21075079e+00 2.52033972e-01 2.32019144e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1021           	p              	-4.54254457e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47285598e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1021           	U              	(-2.21313653e-01 -2.21009501e-01 -1.46700416e-19)	(2.66190925e+00 1.04815135e-01 1.11009894e-17)	(1.21000866e+00 1.27878622e-01 2.37163212e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1022           	p              	-4.61331467e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47316161e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1022           	U              	(-2.30840970e-01 -2.63188046e-01 -6.33258830e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21202726e+00 1.20450013e-01 2.41321481e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1023           	p              	-4.68689853e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47999740e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1023           	U              	(-2.32190353e-01 -2.91527373e-01 -5.56604705e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21697832e+00 2.46022454e-01 2.39048234e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1024           	p              	-4.74006971e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49162140e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1024           	U              	(-2.36655507e-01 -2.98107394e-01 -3.58371172e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.22026878e+00 1.07410025e-01 2.21311376e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1025           	p              	-4.77776457e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50183459e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1025           	U              	(-2.47827775e-01 -2.77039264e-01 -4.67687178e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22844541e+00 1.53152698e-01 2.56968556e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1026           	p              	-4.79896530e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50773298e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1026           	U              	(-2.49041291e-01 -2.94211704e-01 -4.76940295e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.25127784e+00 1.32775790e-01 2.63702423e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1027           	p              	-4.80466862e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50899182e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1027           	U              	(-2.50363963e-01 -2.59519513e-01 -5.70202841e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.26839203e+00 1.06810006e-01 2.59996184e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1028           	p              	-4.79638005e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50589111e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1028           	U              	(-2.47996717e-01 -2.06592266e-01 -6.73407005e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22771232e+00 2.42899882e-01 2.22785757e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1029           	p              	-4.76945589e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50176502e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1029           	U              	(-2.58443762e-01 -1.51092111e-01 -1.10544052e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22871225e+00 2.43628861e-01 2.18790808e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1030           	p              	-4.72911189e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49415194e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1030           	U              	(-2.61552306e-01 -7.32163190e-02 -1.24927982e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22918163e+00 2.44683681e-01 2.15015113e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1031           	p              	-4.67151938e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48594868e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1031           	U              	(-2.55242871e-01 1.34038335e-02 -1.31270563e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22908762e+00 2.45996790e-01 2.11258263e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1032           	p              	-4.60221108e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47777508e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1032           	U              	(-1.93399863e-01 -2.78416433e-01 -8.63200463e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23301858e+00 1.71492426e-01 9.87797715e-20)	(1.01615410e+00 1.81488837e+00 -1.79807262e-17)
1033           	p              	-4.54151588e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47320343e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1033           	U              	(-2.31394835e-01 -8.82884647e-02 -1.09664770e-18)	(4.28740951e+00 -8.12811260e-01 1.06017766e-17)	(1.23166061e+00 2.48939624e-01 1.07994680e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1034           	p              	-4.63170378e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47411811e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1034           	U              	(-1.74791068e-01 -9.85897628e-02 -1.05218717e-18)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22541969e+00 1.76097743e-01 1.28477699e-19)	(9.64424563e-01 2.09220894e+00 0.00000000e+00)
1035           	p              	-4.70147399e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48137212e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1035           	U              	(-1.35160462e-01 -7.49124237e-02 -8.86106149e-19)	(4.86867407e+00 -3.50992127e-01 -1.99869807e-17)	(1.22325032e+00 2.52302366e-01 2.01685197e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1036           	p              	-4.75035126e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49393423e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1036           	U              	(-8.26546912e-02 -1.90847811e-01 -1.33304445e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22076638e+00 2.53742026e-01 2.01061282e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1037           	p              	-4.78340010e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50400971e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1037           	U              	(-8.80383113e-02 -1.91840580e-01 -1.32913976e-18)	(6.14432555e+00 -1.03066096e+00 1.83849068e-17)	(1.21812168e+00 2.54960116e-01 2.01740045e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1038           	p              	-4.80076694e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50891983e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1038           	U              	(-9.70525815e-02 -6.04798352e-02 -4.13006010e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21552814e+00 2.55846985e-01 2.03856144e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1039           	p              	-4.80389970e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50859883e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1039           	U              	(-9.23912767e-02 -9.29445425e-02 -4.11810263e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21321502e+00 2.56300943e-01 2.07471622e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1040           	p              	-4.79158489e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50499814e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1040           	U              	(-8.68719638e-02 -1.20409796e-01 -3.77749364e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22036939e+00 1.49998591e-01 1.40870989e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1041           	p              	-4.76158127e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49991917e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1041           	U              	(-1.74523080e-01 -9.79485673e-02 -1.83791015e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21568922e+00 1.47907379e-01 1.66909169e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1042           	p              	-4.71798039e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49178615e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1042           	U              	(-1.68987522e-01 -1.30096187e-01 -1.31524121e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21216799e+00 1.44003948e-01 1.91764153e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1043           	p              	-4.65674441e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48399680e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1043           	U              	(-1.92333241e-01 -1.64274867e-01 -1.41729471e-19)	(2.53567344e+00 -9.98388978e-02 3.65545506e-17)	(1.21020695e+00 2.53023741e-01 2.29157639e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1044           	p              	-4.58524347e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47614386e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1044           	U              	(-2.16719962e-01 -1.97328689e-01 -1.76253437e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21137681e+00 2.51149072e-01 2.34151762e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1045           	p              	-4.56283561e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47329689e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1045           	U              	(-2.32115147e-01 -2.38136666e-01 -6.37046018e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21074067e+00 1.24508019e-01 2.40151867e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1046           	p              	-4.64951267e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47519188e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1046           	U              	(-2.30794951e-01 -2.78677286e-01 -6.08338286e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21345453e+00 1.17187038e-01 2.39800523e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1047           	p              	-4.71430209e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48352218e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1047           	U              	(-2.33830276e-01 -2.97069605e-01 -4.79311387e-19)	(3.09346251e+00 1.17981676e-01 -3.89573231e-17)	(1.21815356e+00 2.45253108e-01 2.38506710e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1048           	p              	-4.75958192e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49640256e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1048           	U              	(-2.35777569e-01 -2.29734933e-01 -6.23523584e-19)	(4.37084432e+00 3.51641427e-01 -3.24975836e-17)	(1.22271464e+00 1.05158680e-01 2.13164175e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1049           	p              	-4.78913919e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50535808e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1049           	U              	(-2.24684026e-01 -2.07295298e-01 -6.50936161e-19)	(5.05062242e+00 8.10724339e-01 2.13488805e-17)	(1.23936857e+00 1.44550202e-01 2.60973814e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1050           	p              	-4.80265903e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50935775e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1050           	U              	(-2.49995934e-01 -2.80852801e-01 -5.21114895e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.25991956e+00 1.21580626e-01 2.63559485e-19)	(4.69495892e+00 -2.03414663e+00 -1.39106612e-17)
1051           	p              	-4.80252350e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50818958e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1051           	U              	(-2.49932739e-01 -2.37454326e-01 -6.13176486e-19)	(3.28957691e+00 1.17894853e-01 5.02796503e-17)	(1.22695781e+00 2.42663997e-01 2.24902374e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1052           	p              	-4.78575861e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.50437813e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1052           	U              	(-2.57165064e-01 -1.32677155e-01 -1.87903117e-19)	(3.09346251e+00 -1.17981676e-01 3.97282477e-17)	(1.22821984e+00 2.43190719e-01 2.20951941e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1053           	p              	-4.75262431e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.49844841e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1053           	U              	(-2.61320748e-01 -1.17084984e-01 -1.18066919e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22898224e+00 2.44076509e-01 2.17031311e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1054           	p              	-4.70512406e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48996608e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1054           	U              	(-2.59696425e-01 -3.49132421e-02 -1.28892712e-18)	(3.28957691e+00 -1.17894853e-01 -5.14360370e-17)	(1.22919826e+00 2.45257374e-01 2.13290009e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1055           	p              	-4.64110023e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.48207625e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1055           	U              	(-1.92350592e-01 -3.15119970e-01 -7.69869401e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.22883725e+00 2.46666492e-01 2.09692649e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1056           	p              	-4.56784595e-01	(-2.01798769e-01 1.01443079e+00 0.00000000e+00)	5.47450951e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1056           	U              	(-1.91181828e-01 -2.42549986e-01 -9.25755719e-19)	(4.61520875e+00 -3.51322712e-01 -1.07277558e-17)	(1.23237173e+00 2.48026082e-01 1.08217750e-19)	(3.27724258e-01 1.64666128e+00 2.51233415e-17)
1057           	p              	-4.58493345e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47282295e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1057           	U              	(-2.38237616e-01 -5.91271849e-02 -2.35541836e-19)	(4.33814014e+00 -5.83938024e-01 3.28248113e-17)	(1.22642240e+00 2.49846239e-01 2.04277096e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1058           	p              	-4.66604206e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47694402e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
1058           	U              	(-1.03280864e-01 -3.27115800e-01 -9.73416086e-19)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22447621e+00 2.51453139e-01 2.02405877e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1059           	p              	-4.72574426e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48692320e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1059           	U              	(-8.83976226e-02 -2.43291893e-01 -1.20127917e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.22214727e+00 2.52975212e-01 2.01239247e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1060           	p              	-4.76783212e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49893236e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1060           	U              	(-8.10049771e-02 -1.43783732e-01 -1.46255070e-18)	(5.65610483e+00 -5.81186253e-01 -1.89850468e-17)	(1.21956496e+00 2.54328684e-01 2.01205918e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1061           	p              	-4.79434842e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50633164e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1061           	U              	(-5.09506115e-02 -2.33307441e-01 -1.17634122e-18)	(6.46184419e+00 -1.02964921e+00 -3.40350469e-17)	(1.21691823e+00 2.55407219e-01 2.02569576e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1062           	p              	-4.80444608e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50908999e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1062           	U              	(-9.51118093e-02 -7.58965029e-02 -4.15835232e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21443041e+00 2.56104551e-01 2.05368292e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1063           	p              	-4.80111025e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50701153e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1063           	U              	(-8.99068712e-02 -1.06238749e-01 -3.99783380e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.22327423e+00 1.50299279e-01 1.26874848e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1064           	p              	-4.77933670e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.50360446e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1064           	U              	(-8.44059837e-02 -1.30925959e-01 -3.53467866e-19)	(1.48871873e+00 -1.76335018e-01 0.00000000e+00)	(1.21810568e+00 1.49253588e-01 1.52856460e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1065           	p              	-4.74289248e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.49705487e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1065           	U              	(-1.71896284e-01 -1.14011882e-01 -1.60405293e-19)	(1.96917662e+00 7.75074990e-02 0.00000000e+00)	(1.21390953e+00 1.46320015e-01 1.78543483e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1066           	p              	-4.69118951e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48856181e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1066           	U              	(-1.94087337e-01 -1.41986250e-01 -1.30502544e-19)	(2.18345837e+00 8.59545214e-02 0.00000000e+00)	(1.21101381e+00 1.41666825e-01 2.02027728e-19)	(1.65062352e+00 2.09448512e+00 0.00000000e+00)
1067           	p              	-4.62538323e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.48001853e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
1067           	U              	(-2.20851045e-01 -1.76114754e-01 -2.40939517e-19)	(2.53567344e+00 9.98388978e-02 -3.57837597e-17)	(1.21064602e+00 2.52199375e-01 2.31573266e-19)	(3.09901797e-01 1.55718056e+00 0.00000000e+00)
1068           	p              	-4.54992959e-01	(-2.01798769e-01 -1.01443079e+00 0.00000000e+00)	5.47300885e-01	(-1.03340804e+00 4.06193460e-02 0.00000000e+00)
