# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
6.10000000e-02	U              	(-1.48733222e-02 -4.32995231e-02 6.62600155e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.17825340e-01 -1.86217881e-03 9.66434758e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.15000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	8.91834582e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.15000000e-02	U              	(-1.48585539e-02 -4.32670787e-02 6.63101573e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.17180340e-01 -1.82965931e-03 9.69789066e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.20000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	8.94724018e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.20000000e-02	U              	(-1.48434167e-02 -4.32347409e-02 6.63599887e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.16518663e-01 -1.79765595e-03 9.73138717e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.25000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	8.97603691e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.25000000e-02	U              	(-1.48275769e-02 -4.32022288e-02 6.64098233e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.15824794e-01 -1.76378144e-03 9.76520833e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.30000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.00471586e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.30000000e-02	U              	(-1.48104325e-02 -4.31692108e-02 6.64601227e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.15074129e-01 -1.72747823e-03 9.79988413e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.35000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.03324830e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.35000000e-02	U              	(-1.47912740e-02 -4.31352609e-02 6.65115496e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.14234529e-01 -1.68767624e-03 9.83610857e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.40000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.06160223e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.40000000e-02	U              	(-1.47693156e-02 -4.30996840e-02 6.65650446e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.13263119e-01 -1.64250866e-03 9.87494455e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.45000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.08973815e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.45000000e-02	U              	(-1.47435253e-02 -4.30616490e-02 6.66218909e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.12106777e-01 -1.58957886e-03 9.91781578e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.50000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.11761444e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.50000000e-02	U              	(-1.47127342e-02 -4.30201866e-02 6.66837589e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.10704177e-01 -1.52606914e-03 9.96651529e-01)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.55000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.14519394e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.55000000e-02	U              	(-1.46757641e-02 -4.29742779e-02 6.67527016e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.08991315e-01 -1.44895925e-03 1.00231690e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.60000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.17245541e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.60000000e-02	U              	(-1.46315796e-02 -4.29230309e-02 6.68310581e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.06911693e-01 -1.35554879e-03 1.00900830e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.65000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.19940912e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.65000000e-02	U              	(-1.45795232e-02 -4.28661583e-02 6.69212758e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.04432313e-01 -1.24427771e-03 1.01694474e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.70000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.22611413e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.70000000e-02	U              	(-1.45199587e-02 -4.28037196e-02 6.70254490e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(1.01565055e-01 -1.11551792e-03 1.02628566e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.75000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.25268672e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
6.75000000e-02	U              	(-1.44549416e-02 -4.27362534e-02 6.71448148e-01)	(3.96645657e-04 1.31708331e-03 1.50000000e-03)	(9.83901686e-02 -9.71617352e-04 1.03706597e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.80000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.27982508e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
6.80000000e-02	U              	(-2.14551709e-02 -6.45812467e-02 9.33369124e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(9.51057649e-02 -8.27637102e-04 1.04912623e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.85000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.30835516e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
6.85000000e-02	U              	(-2.13336361e-02 -6.43804890e-02 9.35847875e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(9.19764340e-02 -7.30175256e-04 1.06203754e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
6.90000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.33689735e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
6.90000000e-02	U              	(-2.12241675e-02 -6.41876124e-02 9.38434412e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(9.03428879e-02 4.81377635e-02 1.32881369e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
6.95000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.36542047e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
6.95000000e-02	U              	(-2.11317389e-02 -6.40071376e-02 9.40981237e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.79670318e-02 4.02430586e-02 1.51898659e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
7.00000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.39388905e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.00000000e-02	U              	(-2.10571458e-02 -6.38394900e-02 9.43330809e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.73727610e-02 4.01806909e-02 1.51683064e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
7.05000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.42227796e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.05000000e-02	U              	(-2.09981538e-02 -6.36836735e-02 9.45357484e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.70610233e-02 4.03755875e-02 1.51545453e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
7.10000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.45059241e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.10000000e-02	U              	(-2.09521136e-02 -6.35420787e-02 9.47000561e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.86275487e-02 4.75151961e-02 1.33586021e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.15000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.47884610e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.15000000e-02	U              	(-2.09166919e-02 -6.34201302e-02 9.48269503e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.86268063e-02 4.76996891e-02 1.33644839e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.20000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.50705253e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.20000000e-02	U              	(-2.08889967e-02 -6.33204931e-02 9.49224446e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.86741158e-02 -7.32756412e-04 1.11741779e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
7.25000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.53548026e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
7.25000000e-02	U              	(-2.08647949e-02 -6.32402994e-02 9.49953272e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.91237402e-02 -7.23884709e-04 1.11789172e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
7.30000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.56361425e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
7.30000000e-02	U              	(-2.08402799e-02 -6.31738927e-02 9.50549564e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.92355616e-02 -7.13708078e-04 1.11820458e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
7.35000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.59156220e+00	(-6.35796848e-04 4.79267646e-05 1.50000000e-03)
7.35000000e-02	U              	(-2.08140678e-02 -6.31163977e-02 9.51092611e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.90806739e-02 -7.04263589e-04 1.11889882e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
7.40000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.61957613e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.40000000e-02	U              	(-2.07869151e-02 -6.30648034e-02 9.51632751e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.87806431e-02 -6.96395593e-04 1.12013715e+00)	(-3.75000000e-04 4.86951176e-21 1.50000000e-03)
7.45000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.64762457e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.45000000e-02	U              	(-2.07601045e-02 -6.30172141e-02 9.52189095e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.84609779e-02 4.79722912e-02 1.33635648e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.50000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.67561134e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.50000000e-02	U              	(-2.07345798e-02 -6.29720661e-02 9.52758466e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.83667138e-02 4.79199340e-02 1.33640815e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.55000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.70352153e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.55000000e-02	U              	(-2.07106392e-02 -6.29282175e-02 9.53328564e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.82738486e-02 4.78692862e-02 1.33649412e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.60000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.73134651e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.60000000e-02	U              	(-2.06881352e-02 -6.28850861e-02 9.53888103e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.81788870e-02 4.78177219e-02 1.33659623e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.65000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.75908422e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.65000000e-02	U              	(-2.06667842e-02 -6.28426431e-02 9.54431375e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.80775381e-02 4.77607187e-02 1.33670606e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.70000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.78673749e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.70000000e-02	U              	(-2.06463409e-02 -6.28010801e-02 9.54957918e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.79679685e-02 4.76957387e-02 1.33682453e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.75000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.81431113e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.75000000e-02	U              	(-2.06266274e-02 -6.27605240e-02 9.55470144e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.78512666e-02 4.76233644e-02 1.33695697e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.80000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.84180996e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.80000000e-02	U              	(-2.06074876e-02 -6.27208872e-02 9.55970921e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.77301413e-02 4.75462240e-02 1.33710816e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.85000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.86923774e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.85000000e-02	U              	(-2.05887563e-02 -6.26819279e-02 9.56462351e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.76072173e-02 4.74671912e-02 1.33727954e+00)	(-9.50868554e-04 -4.95742714e-04 1.50000000e-03)
7.90000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.89659742e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.90000000e-02	U              	(-2.05702510e-02 -6.26433733e-02 9.56945529e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.59390249e-02 4.13345703e-02 1.51246872e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
7.95000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.92389123e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
7.95000000e-02	U              	(-2.05518223e-02 -6.26050346e-02 9.57420931e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.58065464e-02 4.12741878e-02 1.51197872e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.00000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.95111931e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.00000000e-02	U              	(-2.05334547e-02 -6.25668953e-02 9.57888849e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.56735275e-02 4.12152509e-02 1.51150536e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.05000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	9.97828698e+00	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.05000000e-02	U              	(-2.05151300e-02 -6.25289928e-02 9.58349490e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.55401151e-02 4.11572928e-02 1.51104816e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.10000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.00053969e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.10000000e-02	U              	(-2.04967182e-02 -6.24914011e-02 9.58803035e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.54071645e-02 4.10999981e-02 1.51060562e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.15000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.00324498e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.15000000e-02	U              	(-2.04782390e-02 -6.24541720e-02 9.59249951e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.52749879e-02 4.10434562e-02 1.51017605e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.20000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.00594478e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.20000000e-02	U              	(-2.04597277e-02 -6.24173236e-02 9.59690758e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.51440418e-02 4.09880622e-02 1.50975793e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.25000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.00863922e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.25000000e-02	U              	(-2.04411903e-02 -6.23808510e-02 9.60125849e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.50146084e-02 4.09340553e-02 1.50935055e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.30000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.01132845e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.30000000e-02	U              	(-2.04226486e-02 -6.23447504e-02 9.60555506e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.48868131e-02 4.08814601e-02 1.50895330e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.35000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.01401255e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.35000000e-02	U              	(-2.04040471e-02 -6.23090363e-02 9.60979935e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.47606744e-02 4.08301579e-02 1.50856538e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.40000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.01669160e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.40000000e-02	U              	(-2.03852823e-02 -6.22737318e-02 9.61399185e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.46361694e-02 4.07799783e-02 1.50818591e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.45000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.01936558e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.45000000e-02	U              	(-2.03666146e-02 -6.22388362e-02 9.61813185e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.45127148e-02 4.07308383e-02 1.50781383e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.50000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.02203468e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.50000000e-02	U              	(-2.03481555e-02 -6.22044174e-02 9.62222219e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.43906311e-02 4.06828530e-02 1.50744808e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.55000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.02469890e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.55000000e-02	U              	(-2.03298744e-02 -6.21704408e-02 9.62625952e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.42701944e-02 4.06359765e-02 1.50708815e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.60000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.02735827e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.60000000e-02	U              	(-2.03117726e-02 -6.21368903e-02 9.63024599e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.41513667e-02 4.05900579e-02 1.50673363e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.65000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.03001288e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.65000000e-02	U              	(-2.02937989e-02 -6.21037722e-02 9.63418366e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.40343454e-02 4.05449737e-02 1.50638411e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.70000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.03266266e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.70000000e-02	U              	(-2.02759867e-02 -6.20711209e-02 9.63807409e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.39185860e-02 4.05008292e-02 1.50603911e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.75000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.03530768e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.75000000e-02	U              	(-2.02583998e-02 -6.20389106e-02 9.64191702e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.38039878e-02 4.04578372e-02 1.50569822e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.80000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.03794802e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.80000000e-02	U              	(-2.02409940e-02 -6.20071270e-02 9.64571207e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.36910146e-02 4.04157122e-02 1.50536171e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.85000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.04058368e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.85000000e-02	U              	(-2.02237852e-02 -6.19757736e-02 9.64946005e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.35796100e-02 4.03741930e-02 1.50502984e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.90000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.04321464e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.90000000e-02	U              	(-2.02067516e-02 -6.19448514e-02 9.65316168e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.34697306e-02 4.03332441e-02 1.50470275e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
8.95000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.04584098e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
8.95000000e-02	U              	(-2.01898313e-02 -6.19143630e-02 9.65681685e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.33615170e-02 4.02928050e-02 1.50438011e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.00000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.04846265e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.00000000e-02	U              	(-2.01730764e-02 -6.18843066e-02 9.66042632e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.32547144e-02 4.02528463e-02 1.50406178e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.05000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.05107972e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.05000000e-02	U              	(-2.01565132e-02 -6.18546483e-02 9.66399043e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.31493563e-02 4.02133662e-02 1.50374817e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.10000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.05369218e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.10000000e-02	U              	(-2.01401095e-02 -6.18254047e-02 9.66751003e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.30453824e-02 4.01743335e-02 1.50343908e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.15000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.05630006e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.15000000e-02	U              	(-2.01238574e-02 -6.17965571e-02 9.67098524e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.29427366e-02 4.01357259e-02 1.50313428e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.20000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.05890342e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.20000000e-02	U              	(-2.01078049e-02 -6.17681161e-02 9.67441617e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.28413833e-02 4.00975126e-02 1.50283376e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
