# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
9.25000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.06150219e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.25000000e-02	U              	(-2.00918985e-02 -6.17400694e-02 9.67780347e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.27410856e-02 4.00599958e-02 1.50253741e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.30000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.06409646e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.30000000e-02	U              	(-2.00761470e-02 -6.17124019e-02 9.68114793e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.26418610e-02 4.00229949e-02 1.50224461e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.35000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.06668622e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.35000000e-02	U              	(-2.00605355e-02 -6.16851029e-02 9.68445056e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.25438226e-02 3.99863515e-02 1.50195567e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.40000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.06927151e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.40000000e-02	U              	(-2.00450728e-02 -6.16581646e-02 9.68771225e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.24469446e-02 3.99500403e-02 1.50167060e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.45000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.07185233e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.45000000e-02	U              	(-2.00297554e-02 -6.16315788e-02 9.69093389e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.23511847e-02 3.99140509e-02 1.50138920e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.50000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.07442870e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.50000000e-02	U              	(-2.00145384e-02 -6.16053422e-02 9.69411629e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.22565036e-02 3.98783773e-02 1.50111136e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.55000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.07700065e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.55000000e-02	U              	(-1.99994736e-02 -6.15794787e-02 9.69726067e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.21628672e-02 3.98430122e-02 1.50083702e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.60000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.07956819e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.60000000e-02	U              	(-1.99845527e-02 -6.15539517e-02 9.70036671e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.20702568e-02 3.98079456e-02 1.50056608e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.65000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.08213133e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.65000000e-02	U              	(-1.99697642e-02 -6.15287248e-02 9.70343533e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.19786408e-02 3.97731728e-02 1.50029838e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.70000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.08469010e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.70000000e-02	U              	(-1.99551305e-02 -6.15037817e-02 9.70646828e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.18879910e-02 3.97386429e-02 1.50003380e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.75000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.08724451e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.75000000e-02	U              	(-1.99406189e-02 -6.14791701e-02 9.70946712e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.17982609e-02 3.97044077e-02 1.49977221e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.80000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.08979459e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.80000000e-02	U              	(-1.99262452e-02 -6.14548331e-02 9.71243182e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.17094238e-02 3.96704363e-02 1.49951350e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.85000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.09234034e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.85000000e-02	U              	(-1.99119872e-02 -6.14307874e-02 9.71536372e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.16214334e-02 3.96367000e-02 1.49925755e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.90000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.09488179e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.90000000e-02	U              	(-1.98978587e-02 -6.14070127e-02 9.71826373e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.15342460e-02 3.96031785e-02 1.49900420e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
9.95000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.09741894e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
9.95000000e-02	U              	(-1.98838441e-02 -6.13835011e-02 9.72113297e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.14478215e-02 3.95698470e-02 1.49875327e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.00000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.09995178e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.00000000e-01	U              	(-1.98699819e-02 -6.13602632e-02 9.72397265e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.13615571e-02 3.95376017e-02 1.49850462e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.00500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.10248040e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.00500000e-01	U              	(-1.98562299e-02 -6.13372544e-02 9.72678210e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.12761787e-02 3.95061686e-02 1.49825746e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.01000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.10500479e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.01000000e-01	U              	(-1.98425681e-02 -6.13144752e-02 9.72956269e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.11914656e-02 3.94750238e-02 1.49801291e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.01500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.10752496e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.01500000e-01	U              	(-1.98290080e-02 -6.12919209e-02 9.73231739e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.11073226e-02 3.94440120e-02 1.49777071e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.02000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.11004093e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.02000000e-01	U              	(-1.98155387e-02 -6.12695802e-02 9.73504746e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.10237339e-02 3.94131398e-02 1.49753033e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.02500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.11255271e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.02500000e-01	U              	(-1.98021551e-02 -6.12474402e-02 9.73775376e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.09406922e-02 3.93823955e-02 1.49729159e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.03000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.11506032e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.03000000e-01	U              	(-1.97888592e-02 -6.12254978e-02 9.74043723e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.08581972e-02 3.93517744e-02 1.49705451e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.03500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.11756379e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.03500000e-01	U              	(-1.97755332e-02 -6.12038553e-02 9.74309855e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.07762566e-02 3.93212810e-02 1.49681909e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.04000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.12006312e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.04000000e-01	U              	(-1.97622332e-02 -6.11825166e-02 9.74573646e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.06948694e-02 3.92909224e-02 1.49658533e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.04500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.12255832e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.04500000e-01	U              	(-1.97490049e-02 -6.11613272e-02 9.74835094e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.06140415e-02 3.92607197e-02 1.49635329e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.05000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.12504943e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.05000000e-01	U              	(-1.97357298e-02 -6.11401994e-02 9.75094352e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.05337917e-02 3.92306812e-02 1.49612303e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.05500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.12753645e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.05500000e-01	U              	(-1.97225102e-02 -6.11192082e-02 9.75351507e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.04541288e-02 3.92008223e-02 1.49589460e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.06000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.13001941e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.06000000e-01	U              	(-1.97093785e-02 -6.10983879e-02 9.75606667e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.03750585e-02 3.91711490e-02 1.49566801e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.06500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.13249831e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.06500000e-01	U              	(-1.96963389e-02 -6.10777435e-02 9.75859832e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.02965851e-02 3.91416520e-02 1.49544329e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.07000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.13497317e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.07000000e-01	U              	(-1.96833955e-02 -6.10572694e-02 9.76110985e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.02187048e-02 3.91123311e-02 1.49522044e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.07500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.13744401e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.07500000e-01	U              	(-1.96705427e-02 -6.10369617e-02 9.76360119e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.01413997e-02 3.90831938e-02 1.49499947e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.08000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.13991084e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.08000000e-01	U              	(-1.96577710e-02 -6.10168283e-02 9.76607267e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(8.00646456e-02 3.90542252e-02 1.49478033e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.08500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.14237368e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.08500000e-01	U              	(-1.96450808e-02 -6.09968646e-02 9.76852441e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.99884343e-02 3.90254157e-02 1.49456293e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.09000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.14483254e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.09000000e-01	U              	(-1.96324712e-02 -6.09770653e-02 9.77095662e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.99127548e-02 3.89967531e-02 1.49434720e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.09500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.14728745e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.09500000e-01	U              	(-1.96199629e-02 -6.09574210e-02 9.77336971e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.98375864e-02 3.89682170e-02 1.49413306e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.10000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.14973840e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.10000000e-01	U              	(-1.96075467e-02 -6.09379351e-02 9.77576406e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.97629049e-02 3.89397996e-02 1.49392044e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.10500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.15218542e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.10500000e-01	U              	(-1.95952084e-02 -6.09186157e-02 9.77813966e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.96886883e-02 3.89114974e-02 1.49370924e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.11000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.15462853e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.11000000e-01	U              	(-1.95829296e-02 -6.08994279e-02 9.78049682e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.96149807e-02 3.88834100e-02 1.49349944e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.11500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.15706773e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.11500000e-01	U              	(-1.95707067e-02 -6.08803834e-02 9.78283702e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.95416358e-02 3.88553108e-02 1.49329112e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.12000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.15950305e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.12000000e-01	U              	(-1.95585741e-02 -6.08614802e-02 9.78516106e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.94684659e-02 3.88266172e-02 1.49308423e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.12500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.16193447e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.12500000e-01	U              	(-1.95465200e-02 -6.08427202e-02 9.78746878e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.93957863e-02 3.87981507e-02 1.49287829e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.13000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.16436205e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.13000000e-01	U              	(-1.95345381e-02 -6.08240927e-02 9.78976009e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.93234501e-02 3.87697020e-02 1.49267371e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.13500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.16678576e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.13500000e-01	U              	(-1.95226143e-02 -6.08055977e-02 9.79203556e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.92515074e-02 3.87414066e-02 1.49247028e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.14000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.16920565e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.14000000e-01	U              	(-1.95107529e-02 -6.07872290e-02 9.79429573e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.91799245e-02 3.87131842e-02 1.49226804e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.14500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.17162170e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.14500000e-01	U              	(-1.94989514e-02 -6.07689849e-02 9.79654119e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.91087150e-02 3.86850718e-02 1.49206692e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.15000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.17403395e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.15000000e-01	U              	(-1.94872078e-02 -6.07508602e-02 9.79877229e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.90378589e-02 3.86570449e-02 1.49186701e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.15500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.17644240e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.15500000e-01	U              	(-1.94755202e-02 -6.07328530e-02 9.80098942e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.89673470e-02 3.86291040e-02 1.49166833e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.16000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.17884707e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.16000000e-01	U              	(-1.94638903e-02 -6.07149604e-02 9.80319291e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.88971694e-02 3.86012496e-02 1.49147085e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.16500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.18124797e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.16500000e-01	U              	(-1.94523156e-02 -6.06971799e-02 9.80538301e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.88273256e-02 3.85734864e-02 1.49127454e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.17000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.18364512e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.17000000e-01	U              	(-1.94407947e-02 -6.06795098e-02 9.80755998e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.87578089e-02 3.85458103e-02 1.49107935e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.17500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.18603852e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.17500000e-01	U              	(-1.94293261e-02 -6.06619474e-02 9.80972408e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.86886163e-02 3.85182188e-02 1.49088522e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.18000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.18842820e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.18000000e-01	U              	(-1.94179095e-02 -6.06444902e-02 9.81187556e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.86197437e-02 3.84907094e-02 1.49069210e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.18500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.19081416e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.18500000e-01	U              	(-1.94065435e-02 -6.06271365e-02 9.81401470e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.85511807e-02 3.84632844e-02 1.49049994e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.19000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.19319642e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.19000000e-01	U              	(-1.93952263e-02 -6.06098843e-02 9.81614172e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.84829177e-02 3.84359449e-02 1.49030874e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.19500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.19557499e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.19500000e-01	U              	(-1.93839580e-02 -6.05927309e-02 9.81825687e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.84149527e-02 3.84086880e-02 1.49011846e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.20000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.19794988e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.20000000e-01	U              	(-1.93727377e-02 -6.05756746e-02 9.82036040e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.83472823e-02 3.83815117e-02 1.48992909e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.20500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.20032112e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.20500000e-01	U              	(-1.93615646e-02 -6.05587137e-02 9.82245254e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.82799015e-02 3.83544160e-02 1.48974060e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.21000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.20268870e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.21000000e-01	U              	(-1.93504379e-02 -6.05418463e-02 9.82453351e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.82128048e-02 3.83274000e-02 1.48955297e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.21500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.20505265e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.21500000e-01	U              	(-1.93393565e-02 -6.05250709e-02 9.82660351e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.81459878e-02 3.83004625e-02 1.48936618e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.22000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.20741297e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.22000000e-01	U              	(-1.93283199e-02 -6.05083854e-02 9.82866276e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.80794457e-02 3.82736019e-02 1.48918022e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.22500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.20976969e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.22500000e-01	U              	(-1.93173270e-02 -6.04917883e-02 9.83071145e-01)	(3.68649679e-04 1.23497082e-03 1.50000000e-03)	(7.80131732e-02 3.82468171e-02 1.48899507e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.23000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.21212280e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
1.23000000e-01	U              	(-7.05451352e-02 -6.48478197e-03 1.16009373e+00)	(1.20807295e-03 1.15389161e-04 1.50000000e-03)	(7.79471654e-02 3.82201073e-02 1.48881072e+00)	(-8.48695773e-04 -4.37402115e-04 1.50000000e-03)
1.23500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.21447233e+01	(-1.39239555e-03 4.22323113e-04 1.50000000e-03)
