# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
20             	9.00157702e-02	2.54994562e+00	-6.60807675e-01	-2.40388067e-01	-4.20419608e-01
21             	8.74320195e-02	1.65816198e+00	-7.02555705e-01	-2.63845833e-01	-4.38709872e-01
22             	8.50571123e-02	1.93796256e+00	-6.43911389e-01	-2.36898582e-01	-4.07012807e-01
23             	8.29042883e-02	2.71283986e+00	-5.76681482e-01	-2.05436453e-01	-3.71245029e-01
24             	8.09137805e-02	3.07899888e+00	-5.71299534e-01	-2.04735986e-01	-3.66563547e-01
25             	7.90093293e-02	2.81558320e+00	-6.16126947e-01	-2.29054144e-01	-3.87072803e-01
26             	7.71637985e-02	2.35844751e+00	-6.54497255e-01	-2.50084829e-01	-4.04412426e-01
27             	7.54006370e-02	2.17767228e+00	-6.53103213e-01	-2.51150970e-01	-4.01952244e-01
28             	7.37486019e-02	2.33302574e+00	-6.26434751e-01	-2.39468774e-01	-3.86965977e-01
29             	7.22061554e-02	2.55636193e+00	-6.07843231e-01	-2.31715460e-01	-3.76127771e-01
30             	7.07430055e-02	2.60782854e+00	-6.11806243e-01	-2.35160116e-01	-3.76646127e-01
31             	6.93299157e-02	2.48664452e+00	-6.26171812e-01	-2.43755990e-01	-3.82415822e-01
32             	6.79600408e-02	2.35182765e+00	-6.32215311e-01	-2.48147615e-01	-3.84067696e-01
33             	6.66435270e-02	2.32286456e+00	-6.24544161e-01	-2.45628553e-01	-3.78915608e-01
34             	6.53886354e-02	2.38323486e+00	-6.11970446e-01	-2.40596587e-01	-3.71373858e-01
35             	6.41908674e-02	2.44073980e+00	-6.04613863e-01	-2.38116064e-01	-3.66497799e-01
36             	6.30367489e-02	2.43701484e+00	-6.03903276e-01	-2.38914889e-01	-3.64988387e-01
37             	6.19153787e-02	2.38964835e+00	-6.04031990e-01	-2.40100616e-01	-3.63931374e-01
38             	6.08244199e-02	2.35085275e+00	-5.99793927e-01	-2.39072544e-01	-3.60721384e-01
39             	5.97664879e-02	2.34821507e+00	-5.91322088e-01	-2.35894556e-01	-3.55427532e-01
40             	5.87424336e-02	2.36758251e+00	-5.82241384e-01	-2.32378259e-01	-3.49863126e-01
41             	5.77485251e-02	2.37972299e+00	-5.75118919e-01	-2.29810934e-01	-3.45307985e-01
42             	5.67787354e-02	2.37194303e+00	-5.69392376e-01	-2.27917453e-01	-3.41474924e-01
43             	5.58286699e-02	2.35419391e+00	-5.62929080e-01	-2.25635870e-01	-3.37293210e-01
44             	5.48966860e-02	2.34252000e+00	-5.54557041e-01	-2.22381834e-01	-3.32175206e-01
45             	5.39824613e-02	2.34240485e+00	-5.44862194e-01	-2.18448636e-01	-3.26413558e-01
46             	5.30848221e-02	2.34720252e+00	-5.35068894e-01	-2.14449625e-01	-3.20619269e-01
47             	5.22012005e-02	2.34814288e+00	-5.25686675e-01	-2.10642137e-01	-3.15044538e-01
48             	5.13285653e-02	2.34299616e+00	-5.16275992e-01	-2.06809431e-01	-3.09466561e-01
49             	5.04645579e-02	2.33595189e+00	-5.06188003e-01	-2.02629444e-01	-3.03558559e-01
50             	4.96077168e-02	2.33169399e+00	-4.95259260e-01	-1.98021913e-01	-2.97237347e-01
51             	4.87570380e-02	2.33095963e+00	-4.83820534e-01	-1.93153229e-01	-2.90667305e-01
52             	4.79111143e-02	2.33114031e+00	-4.72237423e-01	-1.88207597e-01	-2.84029826e-01
53             	4.70681857e-02	2.32973451e+00	-4.60571019e-01	-1.83217324e-01	-2.77353695e-01
54             	4.62264748e-02	2.32658048e+00	-4.48639651e-01	-1.78093351e-01	-2.70546300e-01
55             	4.53845361e-02	2.32323577e+00	-4.36291435e-01	-1.72761181e-01	-2.63530253e-01
56             	4.45412293e-02	2.32099319e+00	-4.23558006e-01	-1.67237774e-01	-2.56320232e-01
57             	4.36955336e-02	2.31978259e+00	-4.10586509e-01	-1.61597721e-01	-2.48988788e-01
58             	4.28463736e-02	2.31866956e+00	-3.97485253e-01	-1.55896253e-01	-2.41589000e-01
59             	4.19926673e-02	2.31697918e+00	-3.84256089e-01	-1.50135377e-01	-2.34120712e-01
60             	4.11334321e-02	2.31482073e+00	-3.70850254e-01	-1.44291695e-01	-2.26558559e-01
61             	4.02678628e-02	2.31272954e+00	-3.57253849e-01	-1.38359062e-01	-2.18894787e-01
62             	3.93953136e-02	2.31103807e+00	-3.43511952e-01	-1.32360663e-01	-2.11151290e-01
63             	3.85152450e-02	2.30963427e+00	-3.29690751e-01	-1.26330131e-01	-2.03360621e-01
64             	3.76271691e-02	2.30820382e+00	-3.15832068e-01	-1.20288865e-01	-1.95543203e-01
65             	3.67306845e-02	2.30657796e+00	-3.01943958e-01	-1.14241295e-01	-1.87702664e-01
66             	3.58255286e-02	2.30483711e+00	-2.88026164e-01	-1.08187554e-01	-1.79838611e-01
67             	3.49115681e-02	2.30315420e+00	-2.74094553e-01	-1.02135708e-01	-1.71958844e-01
68             	3.39887988e-02	2.30160492e+00	-2.60182035e-01	-9.61022189e-02	-1.64079816e-01
69             	3.30573331e-02	2.30012721e+00	-2.46323427e-01	-9.01043805e-02	-1.56219047e-01
70             	3.21174024e-02	2.29862064e+00	-2.32543136e-01	-8.41541656e-02	-1.48388970e-01
71             	3.11693433e-02	2.29704850e+00	-2.18855798e-01	-7.82585558e-02	-1.40597242e-01
72             	3.02136240e-02	2.29544913e+00	-2.05274734e-01	-7.24237428e-02	-1.32850991e-01
73             	2.92508471e-02	2.29387481e+00	-1.91818329e-01	-6.66583175e-02	-1.25160012e-01
74             	2.82816685e-02	2.29233833e+00	-1.78508468e-01	-6.09725653e-02	-1.17535902e-01
75             	2.73068832e-02	2.29081347e+00	-1.65365146e-01	-5.53756900e-02	-1.09989456e-01
76             	2.63273619e-02	2.28927107e+00	-1.52405101e-01	-4.98751884e-02	-1.02529912e-01
77             	2.53440781e-02	2.28770617e+00	-1.39643443e-01	-4.44776433e-02	-9.51657994e-02
78             	2.43580885e-02	2.28613419e+00	-1.27095257e-01	-3.91895400e-02	-8.79057170e-02
79             	2.33704929e-02	2.28456948e+00	-1.14775380e-01	-3.40171970e-02	-8.07581828e-02
80             	2.23824422e-02	2.28301254e+00	-1.02697852e-01	-2.89664835e-02	-7.37313680e-02
81             	2.13951297e-02	2.28145422e+00	-9.08754741e-02	-2.40426073e-02	-6.68328667e-02
82             	2.04097789e-02	2.27988763e+00	-7.93198346e-02	-1.92501384e-02	-6.00696962e-02
83             	1.94276376e-02	2.27831405e+00	-6.80416541e-02	-1.45931895e-02	-5.34484646e-02
84             	1.84499585e-02	2.27673971e+00	-5.70509744e-02	-1.00755287e-02	-4.69754457e-02
85             	1.74780032e-02	2.27516886e+00	-4.63570658e-02	-5.70052972e-03	-4.06565360e-02
86             	1.65130205e-02	2.27360131e+00	-3.59683856e-02	-1.47117225e-03	-3.44972133e-02
87             	1.55562499e-02	2.27203470e+00	-2.58924043e-02	2.61004772e-03	-2.85024521e-02
88             	1.46089134e-02	2.27046844e+00	-1.61354552e-02	6.54118578e-03	-2.26766410e-02
89             	1.36722093e-02	2.26890473e+00	-6.70302430e-03	1.03206972e-02	-1.70237215e-02
90             	1.27473076e-02	2.26734621e+00	2.39974302e-03	1.39471791e-02	-1.15474361e-02
91             	1.18353218e-02	2.26579457e+00	1.11685300e-02	1.74195868e-02	-6.25105684e-03
92             	1.09373169e-02	2.26425031e+00	1.96001240e-02	2.07373789e-02	-1.13725485e-03
93             	1.00543088e-02	2.26271371e+00	2.76922789e-02	2.39004482e-02	3.79183071e-03
94             	9.18725982e-03	2.26118565e+00	3.54435773e-02	2.69090485e-02	8.53452885e-03
95             	8.33707393e-03	2.25966783e+00	4.28531143e-02	2.97636311e-02	1.30894832e-02
96             	7.50459211e-03	2.25816175e+00	4.99206671e-02	3.24649256e-02	1.74557414e-02
97             	6.69059229e-03	2.25666847e+00	5.66465962e-02	3.50138904e-02	2.16327058e-02
98             	5.89576988e-03	2.25518888e+00	6.30319704e-02	3.74117551e-02	2.56202153e-02
99             	5.12078309e-03	2.25372389e+00	6.90785619e-02	3.96600640e-02	2.94184979e-02
100            	4.36622056e-03	2.25227450e+00	7.47886487e-02	4.17605449e-02	3.30281038e-02
101            	3.63260969e-03	2.25084182e+00	8.01650663e-02	4.37151428e-02	3.64499235e-02
102            	2.92042228e-03	2.24942671e+00	8.52114718e-02	4.55261582e-02	3.96853136e-02
103            	2.23005875e-03	2.24802987e+00	8.99320967e-02	4.71961071e-02	4.27359896e-02
104            	1.56185532e-03	2.24665194e+00	9.43313199e-02	4.87275153e-02	4.56038046e-02
105            	9.16100645e-04	2.24529376e+00	9.84136093e-02	5.01229053e-02	4.82907040e-02
106            	2.93035792e-04	2.24395593e+00	1.02183969e-01	5.13850201e-02	5.07989485e-02
107            	-3.07150295e-04	2.24263912e+00	1.05648113e-01	5.25169064e-02	5.31312070e-02
108            	-8.84321711e-04	2.24134374e+00	1.08812174e-01	5.35217654e-02	5.52904089e-02
109            	-1.43838768e-03	2.24007023e+00	1.11682559e-01	5.44028920e-02	5.72796674e-02
110            	-1.96929385e-03	2.23881908e+00	1.14265713e-01	5.51635624e-02	5.91021501e-02
111            	-2.47705402e-03	2.23759060e+00	1.16568311e-01	5.58071014e-02	6.07612095e-02
112            	-2.96170601e-03	2.23638510e+00	1.18597471e-01	5.63370294e-02	6.22604415e-02
113            	-3.42332971e-03	2.23520289e+00	1.20360551e-01	5.67569460e-02	6.36036054e-02
114            	-3.86204898e-03	2.23404417e+00	1.21864961e-01	5.70704314e-02	6.47945294e-02
115            	-4.27802595e-03	2.23290902e+00	1.23118242e-01	5.72810950e-02	6.58371469e-02
116            	-4.67145178e-03	2.23179731e+00	1.24128037e-01	5.73925665e-02	6.67354701e-02
117            	-5.04256363e-03	2.23070897e+00	1.24902262e-01	5.74085675e-02	6.74936948e-02
118            	-5.39162127e-03	2.22964415e+00	1.25448973e-01	5.73328654e-02	6.81161079e-02
119            	-5.71891032e-03	2.22860290e+00	1.25776309e-01	5.71692443e-02	6.86070650e-02
120            	-6.02474433e-03	2.22758508e+00	1.25892378e-01	5.69214446e-02	6.89709333e-02
121            	-6.30946054e-03	2.22659041e+00	1.25805254e-01	5.65931664e-02	6.92120875e-02
122            	-6.57341883e-03	2.22561845e+00	1.25522956e-01	5.61880593e-02	6.93348970e-02
123            	-6.81700011e-03	2.22466890e+00	1.25053687e-01	5.57098434e-02	6.93438436e-02
124            	-7.04060549e-03	2.22374168e+00	1.24405703e-01	5.51622462e-02	6.92434572e-02
125            	-7.24465496e-03	2.22283661e+00	1.23587212e-01	5.45489512e-02	6.90382611e-02
126            	-7.42958191e-03	2.22195337e+00	1.22606233e-01	5.38735346e-02	6.87326984e-02
127            	-7.59583441e-03	2.22109151e+00	1.21470560e-01	5.31394454e-02	6.83311142e-02
128            	-7.74387419e-03	2.22025050e+00	1.20187972e-01	5.23501116e-02	6.78378599e-02
129            	-7.87417573e-03	2.21942987e+00	1.18766347e-01	5.15089976e-02	6.72573491e-02
130            	-7.98722351e-03	2.21862918e+00	1.17213564e-01	5.06195585e-02	6.65940055e-02
131            	-8.08351057e-03	2.21784806e+00	1.15537305e-01	4.96851420e-02	6.58521631e-02
132            	-8.16353794e-03	2.21708609e+00	1.13745005e-01	4.87089644e-02	6.50360403e-02
133            	-8.22781341e-03	2.21634270e+00	1.11843944e-01	4.76941586e-02	6.41497855e-02
134            	-8.27685057e-03	2.21561734e+00	1.09841371e-01	4.66438350e-02	6.31975361e-02
135            	-8.31116606e-03	2.21490951e+00	1.07744523e-01	4.55610953e-02	6.21834274e-02
136            	-8.33127959e-03	2.21421878e+00	1.05560566e-01	4.44490035e-02	6.11115626e-02
137            	-8.33771493e-03	2.21354476e+00	1.03296258e-01	4.33104142e-02	5.99858441e-02
138            	-8.33099647e-03	2.21288710e+00	1.00958047e-01	4.21480272e-02	5.88100201e-02
139            	-8.31164869e-03	2.21224522e+00	9.85523224e-02	4.09645125e-02	5.75878099e-02
140            	-8.28019516e-03	2.21161848e+00	9.60854890e-02	3.97625493e-02	5.63229397e-02
141            	-8.23715710e-03	2.21100630e+00	9.35638738e-02	3.85447798e-02	5.50190940e-02
142            	-8.18305338e-03	2.21040830e+00	9.09934717e-02	3.73136825e-02	5.36797892e-02
143            	-8.11839973e-03	2.20982409e+00	8.83800073e-02	3.60716039e-02	5.23084034e-02
144            	-8.04370774e-03	2.20925319e+00	8.57290450e-02	3.48208148e-02	5.09082302e-02
145            	-7.95948423e-03	2.20869507e+00	8.30460682e-02	3.35635499e-02	4.94825183e-02
146            	-7.86623034e-03	2.20814929e+00	8.03364453e-02	3.23019923e-02	4.80344530e-02
147            	-7.76444091e-03	2.20761543e+00	7.76054699e-02	3.10382940e-02	4.65671759e-02
148            	-7.65460394e-03	2.20709313e+00	7.48577648e-02	2.97742785e-02	4.50834863e-02
149            	-7.53720050e-03	2.20658200e+00	7.20981187e-02	2.85118588e-02	4.35862598e-02
150            	-7.41270349e-03	2.20608161e+00	6.93311701e-02	2.72528816e-02	4.20782885e-02
151            	-7.28157756e-03	2.20559155e+00	6.65613429e-02	2.59990939e-02	4.05622490e-02
152            	-7.14427910e-03	2.20511154e+00	6.37928644e-02	2.47521531e-02	3.90407113e-02
153            	-7.00125462e-03	2.20464131e+00	6.10297472e-02	2.35136190e-02	3.75161282e-02
154            	-6.85294154e-03	2.20418051e+00	5.82758144e-02	2.22849657e-02	3.59908487e-02
155            	-6.69976845e-03	2.20372874e+00	5.55347853e-02	2.10676242e-02	3.44671611e-02
156            	-6.54215326e-03	2.20328573e+00	5.28103393e-02	1.98630164e-02	3.29473229e-02
157            	-6.38050519e-03	2.20285123e+00	5.01057419e-02	1.86723658e-02	3.14333762e-02
158            	-6.21521998e-03	2.20242487e+00	4.74240494e-02	1.74968047e-02	2.99272447e-02
159            	-6.04668426e-03	2.20200638e+00	4.47682981e-02	1.63374648e-02	2.84308333e-02
160            	-5.87527415e-03	2.20159561e+00	4.21414674e-02	1.51954596e-02	2.69460079e-02
161            	-5.70135432e-03	2.20119239e+00	3.95463768e-02	1.40718341e-02	2.54745427e-02
162            	-5.52527843e-03	2.20079648e+00	3.69855781e-02	1.29675106e-02	2.40180675e-02
163            	-5.34738908e-03	2.20040763e+00	3.44614035e-02	1.18833127e-02	2.25780908e-02
164            	-5.16801779e-03	2.20002563e+00	3.19760670e-02	1.08200157e-02	2.11560513e-02
165            	-4.98748498e-03	2.19965030e+00	2.95316942e-02	9.77836213e-03	1.97533321e-02
166            	-4.80609979e-03	2.19928151e+00	2.71303220e-02	8.75906122e-03	1.83712608e-02
167            	-4.62416013e-03	2.19891909e+00	2.47738621e-02	7.76277094e-03	1.70110912e-02
168            	-4.44195278e-03	2.19856291e+00	2.24640596e-02	6.79007702e-03	1.56739826e-02
169            	-4.25975344e-03	2.19821281e+00	2.02024716e-02	5.84148235e-03	1.43609892e-02
170            	-4.07782682e-03	2.19786865e+00	1.79905486e-02	4.91744747e-03	1.30731011e-02
171            	-3.89642678e-03	2.19753033e+00	1.58295627e-02	4.01835457e-03	1.18112081e-02
172            	-3.71579629e-03	2.19719771e+00	1.37207601e-02	3.14458377e-03	1.05761764e-02
173            	-3.53616755e-03	2.19687070e+00	1.16652840e-02	2.29647443e-03	9.36880952e-03
174            	-3.35776215e-03	2.19654917e+00	9.66413068e-03	1.47430320e-03	8.18982749e-03
175            	-3.18079127e-03	2.19623305e+00	7.71815200e-03	6.78284732e-04	7.03986726e-03
176            	-3.00545555e-03	2.19592225e+00	5.82810024e-03	-9.14054323e-05	5.91950568e-03
177            	-2.83194543e-03	2.19561668e+00	3.99465088e-03	-8.34619987e-04	4.82927086e-03
178            	-2.66044133e-03	2.19531629e+00	2.21839601e-03	-1.55124333e-03	3.76963934e-03
179            	-2.49111398e-03	2.19502100e+00	4.99815975e-04	-2.24120599e-03	2.74102196e-03
180            	-2.32412422e-03	2.19473073e+00	-1.16071895e-03	-2.90448369e-03	1.74376474e-03
181            	-2.15962408e-03	2.19444540e+00	-2.76294169e-03	-3.54109493e-03	7.78153239e-04
182            	-1.99775621e-03	2.19416496e+00	-4.30666570e-03	-4.15108905e-03	-1.55576643e-04
183            	-1.83865409e-03	2.19388935e+00	-5.79177990e-03	-4.73454404e-03	-1.05723586e-03
184            	-1.68244232e-03	2.19361851e+00	-7.21823742e-03	-5.29156103e-03	-1.92667639e-03
185            	-1.52923681e-03	2.19335237e+00	-8.58604784e-03	-5.82226073e-03	-2.76378711e-03
186            	-1.37914496e-03	2.19309087e+00	-9.89532449e-03	-6.32680721e-03	-3.56851728e-03
187            	-1.23226356e-03	2.19283400e+00	-1.11462858e-02	-6.80540646e-03	-4.34087934e-03
188            	-1.08868482e-03	2.19258171e+00	-1.23392148e-02	-7.25829224e-03	-5.08092259e-03
189            	-9.48492621e-04	2.19233396e+00	-1.34744383e-02	-7.68571179e-03	-5.78872655e-03
190            	-8.11762528e-04	2.19209068e+00	-1.45523636e-02	-8.08794433e-03	-6.46441927e-03
191            	-6.78563941e-04	2.19185181e+00	-1.55733118e-02	-8.46521983e-03	-7.10809195e-03
192            	-5.48960724e-04	2.19161731e+00	-1.65378687e-02	-8.81789507e-03	-7.71997362e-03
193            	-4.23004896e-04	2.19138714e+00	-1.74466625e-02	-9.14633612e-03	-8.30032633e-03
194            	-3.00742491e-04	2.19116125e+00	-1.83003105e-02	-9.45089774e-03	-8.84941276e-03
195            	-1.82213623e-04	2.19093961e+00	-1.90994445e-02	-9.73193586e-03	-9.36750862e-03
196            	-6.74524272e-05	2.19072215e+00	-1.98446621e-02	-9.98978348e-03	-9.85487863e-03
197            	4.35146114e-05	2.19050883e+00	-2.05368485e-02	-1.02249097e-02	-1.03119389e-02
198            	1.50665572e-04	2.19029960e+00	-2.11768902e-02	-1.04377795e-02	-1.07391107e-02
199            	2.53984244e-04	2.19009441e+00	-2.17656089e-02	-1.06288202e-02	-1.11367887e-02
200            	3.53460002e-04	2.18989328e+00	-2.23040095e-02	-1.07985448e-02	-1.15054648e-02
201            	4.49087618e-04	2.18969600e+00	-2.27925566e-02	-1.09471907e-02	-1.18453659e-02
202            	5.40867161e-04	2.18950257e+00	-2.32323334e-02	-1.10752995e-02	-1.21570338e-02
203            	6.28803248e-04	2.18931302e+00	-2.36245613e-02	-1.11834774e-02	-1.24410839e-02
204            	7.12905066e-04	2.18912732e+00	-2.39703453e-02	-1.12722676e-02	-1.26980777e-02
205            	7.93186777e-04	2.18894538e+00	-2.42706233e-02	-1.13421249e-02	-1.29284984e-02
206            	8.69667244e-04	2.18876705e+00	-2.45263301e-02	-1.13934978e-02	-1.31328323e-02
207            	9.42369726e-04	2.18859229e+00	-2.47385336e-02	-1.14268971e-02	-1.33116365e-02
208            	1.01132159e-03	2.18842109e+00	-2.49084237e-02	-1.14428903e-02	-1.34655334e-02
209            	1.07655405e-03	2.18825341e+00	-2.50372063e-02	-1.14420491e-02	-1.35951572e-02
210            	1.13810209e-03	2.18808921e+00	-2.51260358e-02	-1.14249158e-02	-1.37011200e-02
211            	1.19600503e-03	2.18792840e+00	-2.51760844e-02	-1.13920372e-02	-1.37840472e-02
212            	1.25030402e-03	2.18777088e+00	-2.51884324e-02	-1.13439122e-02	-1.38445202e-02
213            	1.30104426e-03	2.18761662e+00	-2.51642500e-02	-1.12810807e-02	-1.38831693e-02
214            	1.34827403e-03	2.18746558e+00	-2.51047931e-02	-1.12041225e-02	-1.39006706e-02
215            	1.39204444e-03	2.18731769e+00	-2.50113274e-02	-1.11136193e-02	-1.38977082e-02
216            	1.43240935e-03	2.18717291e+00	-2.48850867e-02	-1.10101340e-02	-1.38749527e-02
217            	1.46942524e-03	2.18703115e+00	-2.47272736e-02	-1.08942116e-02	-1.38330620e-02
218            	1.50315104e-03	2.18689236e+00	-2.45390890e-02	-1.07663935e-02	-1.37726955e-02
219            	1.53364796e-03	2.18675648e+00	-2.43217543e-02	-1.06272292e-02	-1.36945251e-02
220            	1.56097938e-03	2.18662346e+00	-2.40765116e-02	-1.04772764e-02	-1.35992352e-02
221            	1.58521069e-03	2.18649324e+00	-2.38046078e-02	-1.03170932e-02	-1.34875146e-02
222            	1.60640934e-03	2.18636576e+00	-2.35072729e-02	-1.01472271e-02	-1.33600458e-02
223            	1.62464432e-03	2.18624094e+00	-2.31857217e-02	-9.96821653e-03	-1.32175052e-02
224            	1.63998606e-03	2.18611875e+00	-2.28411682e-02	-9.78059806e-03	-1.30605702e-02
225            	1.65250739e-03	2.18599913e+00	-2.24748298e-02	-9.58490752e-03	-1.28899223e-02
226            	1.66228131e-03	2.18588202e+00	-2.20879174e-02	-9.38167741e-03	-1.27062400e-02
227            	1.66938211e-03	2.18576736e+00	-2.16816262e-02	-9.17143097e-03	-1.25101952e-02
228            	1.67388547e-03	2.18565510e+00	-2.12571384e-02	-8.95468371e-03	-1.23024546e-02
229            	1.67586815e-03	2.18554517e+00	-2.08156268e-02	-8.73194523e-03	-1.20836815e-02
230            	1.67540783e-03	2.18543754e+00	-2.03582520e-02	-8.50371819e-03	-1.18545338e-02
231            	1.67258291e-03	2.18533213e+00	-1.98861646e-02	-8.27049941e-03	-1.16156652e-02
232            	1.66747247e-03	2.18522891e+00	-1.94005004e-02	-8.03277772e-03	-1.13677227e-02
233            	1.66015613e-03	2.18512782e+00	-1.89023779e-02	-7.79103282e-03	-1.11113451e-02
234            	1.65071391e-03	2.18502881e+00	-1.83928994e-02	-7.54573581e-03	-1.08471636e-02
235            	1.63922617e-03	2.18493183e+00	-1.78731499e-02	-7.29734876e-03	-1.05758011e-02
236            	1.62577350e-03	2.18483683e+00	-1.73441963e-02	-7.04632465e-03	-1.02978716e-02
237            	1.61043660e-03	2.18474377e+00	-1.68070837e-02	-6.79310527e-03	-1.00139785e-02
238            	1.59329620e-03	2.18465260e+00	-1.62628397e-02	-6.53812363e-03	-9.72471604e-03
239            	1.57443298e-03	2.18456327e+00	-1.57124687e-02	-6.28180138e-03	-9.43066733e-03
240            	1.55392741e-03	2.18447574e+00	-1.51569543e-02	-6.02454976e-03	-9.13240458e-03
241            	1.53185975e-03	2.18438997e+00	-1.45972593e-02	-5.76676992e-03	-8.83048941e-03
242            	1.50830989e-03	2.18430592e+00	-1.40343279e-02	-5.50885407e-03	-8.52547384e-03
243            	1.48335728e-03	2.18422352e+00	-1.34690821e-02	-5.25118378e-03	-8.21789834e-03
244            	1.45708087e-03	2.18414279e+00	-1.29023907e-02	-4.99411450e-03	-7.90827624e-03
245            	1.42955902e-03	2.18406366e+00	-1.23351191e-02	-4.73800055e-03	-7.59711859e-03
246            	1.40086941e-03	2.18398609e+00	-1.17681136e-02	-4.48318741e-03	-7.28492623e-03
247            	1.37108897e-03	2.18391003e+00	-1.12021927e-02	-4.23000741e-03	-6.97218534e-03
248            	1.34029402e-03	2.18383545e+00	-1.06381447e-02	-3.97877831e-03	-6.65936635e-03
249            	1.30856031e-03	2.18376232e+00	-1.00767280e-02	-3.72980367e-03	-6.34692429e-03
250            	1.27596162e-03	2.18369063e+00	-9.51867389e-03	-3.48337532e-03	-6.03529856e-03
251            	1.24257087e-03	2.18362033e+00	-8.96468906e-03	-3.23977366e-03	-5.72491540e-03
252            	1.20846005e-03	2.18355139e+00	-8.41545505e-03	-2.99926747e-03	-5.41618758e-03
253            	1.17370006e-03	2.18348377e+00	-7.87162579e-03	-2.76211283e-03	-5.10951296e-03
254            	1.13836059e-03	2.18341744e+00	-7.33382525e-03	-2.52855203e-03	-4.80527322e-03
255            	1.10251005e-03	2.18335239e+00	-6.80264909e-03	-2.29881450e-03	-4.50383460e-03
256            	1.06621551e-03	2.18328859e+00	-6.27866610e-03	-2.07311753e-03	-4.20554856e-03
257            	1.02954268e-03	2.18322600e+00	-5.76241826e-03	-1.85166645e-03	-3.91075180e-03
258            	9.92555786e-04	2.18316461e+00	-5.25442219e-03	-1.63465531e-03	-3.61976688e-03
259            	9.55317608e-04	2.18310437e+00	-4.75516571e-03	-1.42226524e-03	-3.33290046e-03
260            	9.17889380e-04	2.18304528e+00	-4.26510403e-03	-1.21466263e-03	-3.05044139e-03
261            	8.80330775e-04	2.18298730e+00	-3.78466375e-03	-1.01200110e-03	-2.77266265e-03
262            	8.42699869e-04	2.18293043e+00	-3.31424165e-03	-8.14420957e-04	-2.49982069e-03
263            	8.05052961e-04	2.18287461e+00	-2.85423872e-03	-6.22066401e-04	-2.23217232e-03
264            	7.67444929e-04	2.18281986e+00	-2.40497290e-03	-4.35041523e-04	-1.96993138e-03
265            	7.29928855e-04	2.18276615e+00	-1.96675292e-03	-2.53447604e-04	-1.71330531e-03
266            	6.92556097e-04	2.18271347e+00	-1.53988251e-03	-7.73851564e-05	-1.46249735e-03
267            	6.55376255e-04	2.18266178e+00	-1.12464283e-03	9.30548387e-05	-1.21769767e-03
268            	6.18437151e-04	2.18261104e+00	-7.21303999e-04	2.57785152e-04	-9.79089151e-04
