# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
6.10000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.55272054e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
6.10000000e-02	U              	(-7.39014469e-03 -7.11902707e-02 1.33799173e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58238724e-02 3.65995943e-02 1.46137486e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.15000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.53173745e+01	(1.43951181e-04 1.45036143e-03 1.50000000e-03)
6.15000000e-02	U              	(-7.39109887e-03 -7.11902894e-02 1.33795651e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58306041e-02 3.66051232e-02 1.46138278e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.20000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.51393503e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.20000000e-02	U              	(-7.39209620e-03 -7.11903696e-02 1.33792036e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58376754e-02 3.66109329e-02 1.46139231e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.25000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49941701e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.25000000e-02	U              	(-7.39313590e-03 -7.11905294e-02 1.33788383e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58450790e-02 3.66170154e-02 1.46140393e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.30000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48826282e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.30000000e-02	U              	(-7.39421456e-03 -7.11907928e-02 1.33784763e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58527972e-02 3.66233547e-02 1.46141828e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.35000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48051971e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.35000000e-02	U              	(-7.39532643e-03 -7.11911880e-02 1.33781257e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58607993e-02 3.66299243e-02 1.46143605e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.40000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47619624e+01	(1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.40000000e-02	U              	(-7.39646277e-03 -7.11917432e-02 1.33777950e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58690407e-02 3.66366860e-02 1.46145789e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.45000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47525773e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.45000000e-02	U              	(-7.39761362e-03 -7.11924841e-02 1.33774927e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58774619e-02 3.66435892e-02 1.46148437e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.50000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.47762393e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.50000000e-02	U              	(-7.39876751e-03 -7.11934255e-02 1.33772260e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58859908e-02 3.66505731e-02 1.46151588e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.55000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.48316926e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.55000000e-02	U              	(-7.39990199e-03 -7.11945888e-02 1.33770012e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58945423e-02 3.66575705e-02 1.46155259e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.60000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.49172542e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.60000000e-02	U              	(-7.40102543e-03 -7.11959675e-02 1.33768227e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59030260e-02 3.66645029e-02 1.46159442e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.65000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.50308589e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.65000000e-02	U              	(-7.40210667e-03 -7.11975569e-02 1.33766928e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59113452e-02 3.66712936e-02 1.46164104e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.70000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.51701227e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.70000000e-02	U              	(-7.40313517e-03 -7.11993380e-02 1.33766122e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59194046e-02 3.66778653e-02 1.46169189e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.75000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.53324162e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.75000000e-02	U              	(-7.40410043e-03 -7.12012844e-02 1.33765796e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59271123e-02 3.66841443e-02 1.46174620e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.80000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.55149448e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.80000000e-02	U              	(-7.40499268e-03 -7.12033625e-02 1.33765919e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59343849e-02 3.66900633e-02 1.46180306e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.85000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.57148292e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.85000000e-02	U              	(-7.40580410e-03 -7.12055343e-02 1.33766449e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59411498e-02 3.66955645e-02 1.46186143e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.90000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.59291814e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.90000000e-02	U              	(-7.40652889e-03 -7.12077587e-02 1.33767332e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59473477e-02 3.67006007e-02 1.46192027e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
6.95000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.61551720e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
6.95000000e-02	U              	(-7.40716350e-03 -7.12099944e-02 1.33768510e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59529341e-02 3.67051369e-02 1.46197852e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.00000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.63900862e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.00000000e-02	U              	(-7.40770655e-03 -7.12122019e-02 1.33769924e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59578797e-02 3.67091502e-02 1.46203521e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.05000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.66313669e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.05000000e-02	U              	(-7.40815866e-03 -7.12143451e-02 1.33771516e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59621700e-02 3.67126299e-02 1.46208950e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.10000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.68766428e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.10000000e-02	U              	(-7.40852219e-03 -7.12163934e-02 1.33773233e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59658043e-02 3.67155759e-02 1.46214066e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.15000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.71237441e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.15000000e-02	U              	(-7.40880085e-03 -7.12183220e-02 1.33775029e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59687937e-02 3.67179978e-02 1.46218815e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.20000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.73707052e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.20000000e-02	U              	(-7.40899934e-03 -7.12201127e-02 1.33776867e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59711593e-02 3.67199129e-02 1.46223159e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.25000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.76157569e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.25000000e-02	U              	(-7.40912298e-03 -7.12217539e-02 1.33778720e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59729296e-02 3.67213445e-02 1.46227077e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.30000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.78573108e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.30000000e-02	U              	(-7.40917738e-03 -7.12232403e-02 1.33780569e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59741383e-02 3.67223197e-02 1.46230564e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.35000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.80939382e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.35000000e-02	U              	(-7.40916814e-03 -7.12245717e-02 1.33782403e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59748216e-02 3.67228677e-02 1.46233627e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.40000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.83243460e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.40000000e-02	U              	(-7.40910060e-03 -7.12257527e-02 1.33784220e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59750167e-02 3.67230183e-02 1.46236285e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.45000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.85473529e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.45000000e-02	U              	(-7.40897964e-03 -7.12267909e-02 1.33786022e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59747597e-02 3.67228006e-02 1.46238562e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.50000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87618667e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.50000000e-02	U              	(-7.40880965e-03 -7.12276964e-02 1.33787815e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59740849e-02 3.67222418e-02 1.46240488e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.55000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89668665e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.55000000e-02	U              	(-7.40859442e-03 -7.12284799e-02 1.33789607e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59730232e-02 3.67213669e-02 1.46242095e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.60000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.91613889e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.60000000e-02	U              	(-7.40833720e-03 -7.12291524e-02 1.33791406e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59716027e-02 3.67201983e-02 1.46243412e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.65000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.93445210e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.65000000e-02	U              	(-7.40804080e-03 -7.12297236e-02 1.33793217e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59698480e-02 3.67187559e-02 1.46244465e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.70000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.95153994e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.70000000e-02	U              	(-7.40770770e-03 -7.12302019e-02 1.33795044e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59677813e-02 3.67170576e-02 1.46245278e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.75000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.96732145e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.75000000e-02	U              	(-7.40734017e-03 -7.12305933e-02 1.33796886e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59654227e-02 3.67151198e-02 1.46245865e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.80000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.98172204e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.80000000e-02	U              	(-7.40694048e-03 -7.12309017e-02 1.33798735e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59627911e-02 3.67129582e-02 1.46246238e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.85000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.99467490e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.85000000e-02	U              	(-7.40651100e-03 -7.12311288e-02 1.33800584e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59599054e-02 3.67105885e-02 1.46246401e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.90000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.00612254e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.90000000e-02	U              	(-7.40605434e-03 -7.12312743e-02 1.33802416e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59567853e-02 3.67080270e-02 1.46246354e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
7.95000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.01601856e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
7.95000000e-02	U              	(-7.40557351e-03 -7.12313365e-02 1.33804214e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59534522e-02 3.67052916e-02 1.46246094e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.00000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.02432925e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
8.00000000e-02	U              	(-7.40507190e-03 -7.12313124e-02 1.33805957e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59499297e-02 3.67024021e-02 1.46245615e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.05000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.03103504e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
8.05000000e-02	U              	(-7.40455341e-03 -7.12311992e-02 1.33807623e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59462444e-02 3.66993805e-02 1.46244912e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.10000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.03613151e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
8.10000000e-02	U              	(-7.40402234e-03 -7.12309940e-02 1.33809189e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59424254e-02 3.66962510e-02 1.46243981e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.15000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.03963011e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
8.15000000e-02	U              	(-7.40348327e-03 -7.12306949e-02 1.33810635e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59385048e-02 3.66930402e-02 1.46242819e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.20000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.04155824e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
8.20000000e-02	U              	(-7.40294116e-03 -7.12303016e-02 1.33811942e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59345172e-02 3.66897765e-02 1.46241431e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.25000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.04195896e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.25000000e-02	U              	(-7.40240110e-03 -7.12298154e-02 1.33813093e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59304986e-02 3.66864895e-02 1.46239822e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.30000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.04089005e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.30000000e-02	U              	(-7.40186792e-03 -7.12292417e-02 1.33814078e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59264863e-02 3.66832101e-02 1.46238006e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.35000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.03842276e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.35000000e-02	U              	(-7.40135118e-03 -7.12285815e-02 1.33814889e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59225181e-02 3.66799676e-02 1.46236000e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.40000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.03464018e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.40000000e-02	U              	(-7.40084483e-03 -7.12278464e-02 1.33815524e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59186300e-02 3.66767933e-02 1.46233828e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.45000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.02963531e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.45000000e-02	U              	(-7.40036186e-03 -7.12270445e-02 1.33815983e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59148571e-02 3.66737148e-02 1.46231515e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.50000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.02350897e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.50000000e-02	U              	(-7.39990497e-03 -7.12261872e-02 1.33816272e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59112318e-02 3.66707583e-02 1.46229093e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.55000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.01636769e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.55000000e-02	U              	(-7.39947702e-03 -7.12252865e-02 1.33816400e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59077832e-02 3.66679472e-02 1.46226593e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.60000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	2.00832162e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.60000000e-02	U              	(-7.39908064e-03 -7.12243552e-02 1.33816380e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59045366e-02 3.66653020e-02 1.46224049e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.65000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.99948261e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.65000000e-02	U              	(-7.39871795e-03 -7.12234059e-02 1.33816223e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59015131e-02 3.66628397e-02 1.46221493e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.70000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.98996248e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.70000000e-02	U              	(-7.39839044e-03 -7.12224511e-02 1.33815945e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58987295e-02 3.66605737e-02 1.46218957e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.75000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.97987155e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.75000000e-02	U              	(-7.39809906e-03 -7.12215024e-02 1.33815560e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58961985e-02 3.66585141e-02 1.46216470e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.80000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.96931746e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.80000000e-02	U              	(-7.39784423e-03 -7.12205705e-02 1.33815082e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58939284e-02 3.66566675e-02 1.46214057e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.85000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.95840428e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.85000000e-02	U              	(-7.39762589e-03 -7.12196646e-02 1.33814526e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58919238e-02 3.66550376e-02 1.46211740e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.90000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.94723189e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.90000000e-02	U              	(-7.39744355e-03 -7.12187927e-02 1.33813903e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58901858e-02 3.66536251e-02 1.46209536e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
8.95000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.93589562e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
8.95000000e-02	U              	(-7.39729644e-03 -7.12179611e-02 1.33813223e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58887126e-02 3.66524287e-02 1.46207461e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.00000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.92448613e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.00000000e-02	U              	(-7.39718351e-03 -7.12171744e-02 1.33812495e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58875001e-02 3.66514450e-02 1.46205523e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.05000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.91308934e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.05000000e-02	U              	(-7.39710358e-03 -7.12164361e-02 1.33811727e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58865422e-02 3.66506689e-02 1.46203729e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.10000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.90178657e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.10000000e-02	U              	(-7.39705534e-03 -7.12157484e-02 1.33810925e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58858314e-02 3.66500945e-02 1.46202083e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.15000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.89065470e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
9.15000000e-02	U              	(-7.39703741e-03 -7.12151124e-02 1.33810092e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.58853592e-02 3.66497148e-02 1.46200585e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
9.20000000e-02	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.87976629e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
