# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
1.86000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86337701e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.86000000e-01	U              	(-7.40094882e-03 -7.12179737e-02 1.33801060e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59140951e-02 3.66732190e-02 1.46211324e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.86500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86352459e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.86500000e-01	U              	(-7.40094479e-03 -7.12179778e-02 1.33801079e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59140692e-02 3.66731977e-02 1.46211330e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.87000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86365743e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.87000000e-01	U              	(-7.40094044e-03 -7.12179806e-02 1.33801098e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59140405e-02 3.66731742e-02 1.46211333e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.87500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86377511e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.87500000e-01	U              	(-7.40093583e-03 -7.12179823e-02 1.33801117e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59140094e-02 3.66731487e-02 1.46211334e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.88000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86387734e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.88000000e-01	U              	(-7.40093100e-03 -7.12179829e-02 1.33801134e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59139761e-02 3.66731214e-02 1.46211331e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.88500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86396398e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.88500000e-01	U              	(-7.40092600e-03 -7.12179824e-02 1.33801150e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59139411e-02 3.66730927e-02 1.46211325e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.89000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86403500e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.89000000e-01	U              	(-7.40092087e-03 -7.12179809e-02 1.33801166e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59139046e-02 3.66730628e-02 1.46211317e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.89500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86409049e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.89500000e-01	U              	(-7.40091566e-03 -7.12179783e-02 1.33801180e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59138670e-02 3.66730320e-02 1.46211307e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.90000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86413067e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.90000000e-01	U              	(-7.40091039e-03 -7.12179749e-02 1.33801193e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59138286e-02 3.66730007e-02 1.46211294e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.90500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86415587e+01	(-1.45036143e-03 -1.43951181e-04 1.50000000e-03)
1.90500000e-01	U              	(-7.40090513e-03 -7.12179706e-02 1.33801205e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59137899e-02 3.66729690e-02 1.46211280e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.91000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86416652e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.91000000e-01	U              	(-7.40089992e-03 -7.12179656e-02 1.33801215e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59137510e-02 3.66729372e-02 1.46211264e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.91500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86416314e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.91500000e-01	U              	(-7.40089481e-03 -7.12179598e-02 1.33801224e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59137124e-02 3.66729056e-02 1.46211246e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.92000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86414633e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.92000000e-01	U              	(-7.40088990e-03 -7.12179533e-02 1.33801232e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59136742e-02 3.66728745e-02 1.46211226e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.92500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86411680e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.92500000e-01	U              	(-7.40088514e-03 -7.12179463e-02 1.33801239e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59136368e-02 3.66728439e-02 1.46211206e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.93000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86407529e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.93000000e-01	U              	(-7.40088052e-03 -7.12179388e-02 1.33801244e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59136004e-02 3.66728142e-02 1.46211184e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.93500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86402263e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.93500000e-01	U              	(-7.40087606e-03 -7.12179310e-02 1.33801248e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59135654e-02 3.66727856e-02 1.46211162e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.94000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86395970e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.94000000e-01	U              	(-7.40087183e-03 -7.12179228e-02 1.33801250e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59135318e-02 3.66727582e-02 1.46211139e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.94500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86388740e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.94500000e-01	U              	(-7.40086788e-03 -7.12179144e-02 1.33801252e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59134999e-02 3.66727322e-02 1.46211116e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.95000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86380670e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.95000000e-01	U              	(-7.40086422e-03 -7.12179059e-02 1.33801252e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59134698e-02 3.66727077e-02 1.46211093e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.95500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86371858e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.95500000e-01	U              	(-7.40086087e-03 -7.12178972e-02 1.33801251e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59134418e-02 3.66726848e-02 1.46211069e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.96000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86362402e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.96000000e-01	U              	(-7.40085782e-03 -7.12178885e-02 1.33801248e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59134160e-02 3.66726638e-02 1.46211046e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.96500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86352404e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.96500000e-01	U              	(-7.40085511e-03 -7.12178798e-02 1.33801245e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133924e-02 3.66726446e-02 1.46211023e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.97000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86341964e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.97000000e-01	U              	(-7.40085272e-03 -7.12178712e-02 1.33801241e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133712e-02 3.66726273e-02 1.46211001e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.97500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86331181e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.97500000e-01	U              	(-7.40085066e-03 -7.12178628e-02 1.33801236e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133524e-02 3.66726120e-02 1.46210980e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.98000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86320154e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.98000000e-01	U              	(-7.40084895e-03 -7.12178547e-02 1.33801230e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133361e-02 3.66725988e-02 1.46210959e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.98500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86308979e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.98500000e-01	U              	(-7.40084757e-03 -7.12178468e-02 1.33801223e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133222e-02 3.66725875e-02 1.46210939e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.99000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86297749e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.99000000e-01	U              	(-7.40084653e-03 -7.12178392e-02 1.33801216e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133109e-02 3.66725784e-02 1.46210920e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
1.99500000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86286554e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
1.99500000e-01	U              	(-7.40084581e-03 -7.12178320e-02 1.33801208e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59133021e-02 3.66725712e-02 1.46210903e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
2.00000000e-01	p              	0.00000000e+00	(-5.25000000e-04 0.00000000e+00 2.16000000e-01)	1.86275479e+01	(-1.43951181e-04 -1.45036143e-03 1.50000000e-03)
2.00000000e-01	U              	(-7.40084542e-03 -7.12178253e-02 1.33801200e+00)	(1.04101843e-04 1.11232387e-03 1.50000000e-03)	(4.59132957e-02 3.66725661e-02 1.46210887e+00)	(-6.31068897e-04 -5.08944124e-04 1.50000000e-03)
