# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
0.05           	p              	-3.75998068e+01	(1.30675477e+01 -1.93303998e+01 1.31458292e-17)	5.02749531e+01	(8.50121714e+00 1.93303998e+01 -3.37940727e-17)
173.15         	U              	(-2.18744367e-01 -7.16674764e-01 -2.68894861e-19)	(2.14647948e+00 4.27276326e-01 0.00000000e+00)	(1.39752174e+00 8.02544368e-02 2.44297739e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.2          	p              	-8.21920111e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.55474787e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.2          	U              	(-2.15392508e-01 -1.67769570e-01 -2.66655875e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.40039357e+00 7.87931341e-02 2.45631674e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.25         	p              	-8.26671140e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.55811004e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.25         	U              	(-2.14667223e-01 -1.48686013e-01 -2.76314990e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.40322906e+00 7.73866116e-02 2.46886576e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.3          	p              	-8.31398459e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.55998050e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.3          	U              	(-2.13461933e-01 -1.29509320e-01 -2.85484823e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.40602758e+00 7.60360872e-02 2.48096745e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.35         	p              	-8.35544448e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.56390490e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.35         	U              	(-2.11800297e-01 -1.10287536e-01 -2.94018510e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.40878383e+00 7.47425202e-02 2.49294357e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.4          	p              	-8.40112360e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.56503018e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.4          	U              	(-2.09671552e-01 -9.11129524e-02 -3.01347573e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41149661e+00 7.35112777e-02 2.50343649e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.45         	p              	-8.43923652e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.56941129e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.45         	U              	(-2.07174771e-01 -7.18516666e-02 -3.10472414e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41416636e+00 7.23402836e-02 2.51406042e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.5          	p              	-8.47692229e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57102696e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.5          	U              	(-2.04274454e-01 -5.26421050e-02 -3.17666726e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41678709e+00 7.12313247e-02 2.52420363e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.55         	p              	-8.51490077e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57195905e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.55         	U              	(-2.00999794e-01 -3.34937618e-02 -3.24994729e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.41935910e+00 7.01836740e-02 2.53376393e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.6          	p              	-8.55052085e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57624459e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.6          	U              	(-1.97428334e-01 -1.44043738e-02 -3.30750957e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.42188473e+00 6.91988405e-02 2.54229362e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.65         	p              	-8.58001732e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57888962e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.65         	U              	(-1.93471168e-01 4.49702458e-03 -3.34927476e-19)	(1.41263523e+00 5.55685452e-02 0.00000000e+00)	(1.42435279e+00 6.82860693e-02 2.54982662e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.7          	p              	-8.61379456e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57815112e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.7          	U              	(-3.04532781e-01 -7.61453904e-01 -7.32259282e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.42676785e+00 6.74398625e-02 2.55729380e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.75         	p              	-8.64693588e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.57870901e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.75         	U              	(-2.95353136e-01 -7.55490502e-01 -7.71072112e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.42912998e+00 6.66622756e-02 2.56363724e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.8          	p              	-8.67027360e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58207347e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.8          	U              	(-2.85110355e-01 -7.48599736e-01 -8.06101168e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43143547e+00 6.59533407e-02 2.56980589e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.85         	p              	-8.69638392e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58203647e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.85         	U              	(-2.73928821e-01 -7.40880057e-01 -8.37467734e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43368197e+00 6.53142905e-02 2.57509214e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.9          	p              	-8.72013077e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58210898e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.9          	U              	(-2.61937089e-01 -7.32425049e-01 -8.65591569e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43586582e+00 6.47478876e-02 2.57954077e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
173.95         	p              	-8.74101069e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58287718e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
173.95         	U              	(-2.49247383e-01 -7.23326140e-01 -8.90562409e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.43798766e+00 6.42517880e-02 2.58364766e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174            	p              	-8.76207647e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58239400e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174            	U              	(-2.36010123e-01 -7.13633836e-01 -9.14849134e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.44004704e+00 6.38280267e-02 2.58661687e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.05         	p              	-8.77563151e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58430859e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.05         	U              	(-2.22345243e-01 -7.03482783e-01 -9.31301362e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.44203962e+00 6.34775160e-02 2.58919773e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.1          	p              	-8.79223416e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58374597e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.1          	U              	(-2.08358953e-01 -6.92912115e-01 -9.49128721e-20)	(2.29660710e+00 9.04148630e-02 1.46230325e-17)	(1.44396508e+00 6.32026289e-02 2.59047708e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.15         	p              	-8.80374565e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58614912e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.15         	U              	(-3.57428372e-01 -4.68011729e-01 -3.72709054e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.44582437e+00 6.30026262e-02 2.59119454e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.2          	p              	-8.81707601e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58289354e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.2          	U              	(-3.57565435e-01 -4.52712359e-01 -3.84929063e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.44761515e+00 6.28775989e-02 2.59131639e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.25         	p              	-8.82342830e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58341802e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.25         	U              	(-3.56815280e-01 -4.36918771e-01 -3.95835106e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.44933342e+00 6.28276477e-02 2.59087142e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.3          	p              	-8.82959033e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58271121e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.3          	U              	(-3.55231517e-01 -4.20674769e-01 -4.05043615e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.45098040e+00 6.28498513e-02 2.58989335e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.35         	p              	-8.83229817e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58227935e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.35         	U              	(-3.52917672e-01 -4.04039998e-01 -4.13429624e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.45255225e+00 6.29484218e-02 2.58763365e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.4          	p              	-8.83572173e-01	(-4.06193460e-02 1.03340804e+00 1.51960920e-17)	5.58089382e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.4          	U              	(-1.99647127e-01 -8.21635032e-01 -1.63317280e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45405145e+00 6.31209323e-02 2.58484920e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.45         	p              	-8.83668696e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57986980e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.45         	U              	(-1.92156677e-01 -8.17219516e-01 -1.75297864e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45547681e+00 6.33665448e-02 2.58149404e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.5          	p              	-8.83452742e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.58059676e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.5          	U              	(-1.83638642e-01 -8.11819249e-01 -1.86934624e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45682541e+00 6.36874138e-02 2.57709826e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.55         	p              	-8.83595585e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57572394e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.55         	U              	(-1.74260133e-01 -8.05518422e-01 -1.98250869e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.45809797e+00 6.40821342e-02 2.57210612e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
174.6          	p              	-8.82929479e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57681309e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.6          	U              	(-1.64192121e-01 -7.98471239e-01 -2.08929832e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47367739e+00 2.86506151e-01 2.56913851e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
174.65         	p              	-8.82188016e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57652008e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.65         	U              	(-1.53606604e-01 -7.90807015e-01 -2.19165714e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47460081e+00 2.86973587e-01 2.56575680e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
174.7          	p              	-8.81302380e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57392610e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.7          	U              	(-1.42626950e-01 -7.82608526e-01 -2.28441990e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47541775e+00 2.87464331e-01 2.56177936e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
174.75         	p              	-8.80210226e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57440561e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.75         	U              	(-1.31427860e-01 -7.74053793e-01 -2.37305747e-19)	(2.66190925e+00 -1.04815135e-01 -1.14863902e-17)	(1.47613003e+00 2.87979012e-01 2.55725215e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
174.8          	p              	-8.78839638e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57286925e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.8          	U              	(-3.55658664e-01 -1.24255222e-01 -3.27796479e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47673558e+00 2.88516872e-01 2.55205517e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
174.85         	p              	-8.77597946e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56860204e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.85         	U              	(-3.54122128e-01 -1.04703326e-01 -3.25408586e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47723367e+00 2.89077587e-01 2.54627547e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
174.9          	p              	-8.75192112e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.57189166e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.9          	U              	(-3.52359813e-01 -8.51681691e-02 -3.24424173e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47762276e+00 2.89659308e-01 2.53996492e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
174.95         	p              	-8.74073764e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56446254e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
174.95         	U              	(-3.50365906e-01 -6.56259490e-02 -3.22157999e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47790823e+00 2.90261642e-01 2.53335238e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175            	p              	-8.71657385e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56498416e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175            	U              	(-3.48112583e-01 -4.61217920e-02 -3.17611262e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47808589e+00 2.90885062e-01 2.52580475e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.05         	p              	-8.69363568e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56329756e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.05         	U              	(-3.45671264e-01 -2.65833250e-02 -3.14720649e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47815723e+00 2.91528311e-01 2.51794458e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.1          	p              	-8.66774408e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.56051684e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.1          	U              	(-3.43174323e-01 -7.06800198e-03 -3.12087319e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47811993e+00 2.92190363e-01 2.50941475e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.15         	p              	-8.64107625e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.55975262e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.15         	U              	(-3.40771541e-01 1.25064090e-02 -3.12919687e-19)	(1.93555185e+00 -3.85264488e-01 0.00000000e+00)	(1.47797751e+00 2.92870828e-01 2.50054348e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.2          	p              	-8.61248607e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.55721783e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.2          	U              	(-2.62804745e-01 -9.05785279e-02 -3.86896642e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47772914e+00 2.93569236e-01 2.49102689e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.25         	p              	-8.58383059e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.55384783e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.25         	U              	(-2.57274849e-01 -7.14022988e-02 -3.78643418e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47737583e+00 2.94284928e-01 2.48106925e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.3          	p              	-8.54634908e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.55627143e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.3          	U              	(-2.52150247e-01 -5.20658529e-02 -3.78925989e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47691889e+00 2.95015858e-01 2.47076740e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.35         	p              	-8.51549376e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.55029896e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.35         	U              	(-2.47112505e-01 -3.29101406e-02 -3.61656374e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47635671e+00 2.95762180e-01 2.45977633e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.4          	p              	-8.47696169e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.55016525e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.4          	U              	(-2.42208563e-01 -1.37924336e-02 -3.51769375e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47568897e+00 2.96523488e-01 2.44829464e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.45         	p              	-8.43986587e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.54729318e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.45         	U              	(-2.37513686e-01 5.32987383e-03 -3.42634966e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47491806e+00 2.97298376e-01 2.43652180e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.5          	p              	-8.40201699e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.54303195e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.5          	U              	(-2.33054511e-01 2.44874334e-02 -3.33470116e-19)	(2.06331657e+00 -2.44486780e-01 0.00000000e+00)	(1.47404506e+00 2.98085500e-01 2.42432822e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.55         	p              	-8.36093292e-01	(-1.21582604e-01 1.02709283e+00 0.00000000e+00)	5.54292909e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.55         	U              	(-3.02143144e-01 -2.31582775e-01 -1.69479358e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.47307414e+00 2.98884312e-01 2.41184214e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.6          	p              	-8.34271159e-01	(2.17191579e+00 2.57367490e-01 0.00000000e+00)	5.54026970e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.6          	U              	(-3.05559060e-01 -2.12252104e-01 -1.69991050e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.47200297e+00 2.99694060e-01 2.39875487e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.65         	p              	-8.32694768e-01	(2.17191579e+00 2.57367490e-01 0.00000000e+00)	5.53882085e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.65         	U              	(-3.08601322e-01 -1.92557768e-01 -1.72148557e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.47082978e+00 3.00514672e-01 2.38512727e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.7          	p              	-8.32552017e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.53753856e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.7          	U              	(-3.11296785e-01 -1.72502729e-01 -1.74437234e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.46955896e+00 3.01344216e-01 2.37142892e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.75         	p              	-8.32704552e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.53608799e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.75         	U              	(-3.13705295e-01 -1.52052268e-01 -1.76913269e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.46819337e+00 3.02181327e-01 2.35742267e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.8          	p              	-8.31974021e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.53435003e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.8          	U              	(-3.44058183e-01 -3.85143919e-02 -1.88031762e-19)	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	(1.46673339e+00 3.03026428e-01 2.34288928e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.85         	p              	-8.30787151e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.53044469e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.85         	U              	(-3.45294973e-01 -1.71260512e-02 -1.88223077e-19)	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	(1.46517789e+00 3.03877882e-01 2.32803175e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.9          	p              	-8.29395957e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.52832573e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.9          	U              	(-3.46448138e-01 4.48373577e-03 -1.88079475e-19)	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	(1.46352880e+00 3.04734728e-01 2.31290571e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
175.95         	p              	-8.27922308e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.52678799e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
175.95         	U              	(-3.47450366e-01 2.62632919e-02 -1.84762975e-19)	(2.33015639e+00 -6.57447678e-01 2.76334051e-17)	(1.46178743e+00 3.05596836e-01 2.29739855e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
176            	p              	-8.25695863e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.52676731e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
176            	U              	(-3.22266943e-01 -4.55327304e-02 -1.87008132e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.45995635e+00 3.06462499e-01 2.28174807e-19)	(-5.23566379e-02 1.33115645e+00 0.00000000e+00)
176.05         	p              	-8.23526867e-01	(2.28455022e+00 2.70726808e-01 1.46081248e-17)	5.52548990e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
176.05         	U              	(-3.23516766e-01 -2.34513980e-02 -1.87291414e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.45824667e+00 1.04900586e-01 2.16097730e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
176.1          	p              	-8.21926911e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.52182612e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
176.1          	U              	(-3.24919521e-01 -8.98090059e-04 -1.88040631e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.45697744e+00 1.06979288e-01 2.14125872e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
176.15         	p              	-8.19808886e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.52102633e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
176.15         	U              	(-3.26011788e-01 2.17295076e-02 -1.91041975e-19)	(2.44782347e+00 -6.90656563e-01 -2.55514057e-17)	(1.45562721e+00 1.09085592e-01 2.12158197e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
176.2          	p              	-8.18867752e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.51858072e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
176.2          	U              	(-2.31597569e-01 -1.68910751e-01 -9.59092830e-20)	(2.61744124e+00 -5.21080866e-01 2.29091043e-17)	(1.45420052e+00 1.11215654e-01 2.10160640e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
176.25         	p              	-8.16540009e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.51613070e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
176.25         	U              	(-6.01114184e-02 -3.83191817e-01 -3.08815206e-19)	(2.77852312e+00 -3.29315826e-01 -1.06004526e-17)	(1.45269600e+00 1.13369229e-01 2.08146559e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
176.3          	p              	-8.14086194e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.51555538e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
176.3          	U              	(-5.87393985e-02 -3.62435704e-01 -3.05384844e-19)	(2.77852312e+00 -3.29315826e-01 -1.06004526e-17)	(1.45111685e+00 1.15542847e-01 2.06124238e-19)	(4.31212409e-01 1.52855036e+00 -1.44535346e-17)
176.35         	p              	-8.11447429e-01	(2.40136978e+00 2.84582513e-01 2.61626225e-17)	5.51359367e-01	(-1.03340804e+00 -4.06193460e-02 0.00000000e+00)
