# Force coefficients
# liftDir      : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# dragDir      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis    : (0.00000000e+00 0.00000000e+00 1.00000000e+00)
# magUInf      : 1.00000000e+00
# lRef         : 1.00000000e+00
# Aref         : 2.00000000e+00
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         	Cm             	Cd             	Cl             	Cl(f)          	Cl(r)          
1.95           	1.38828740e-02	1.30727979e+00	-4.49451419e-01	-2.10842836e-01	-2.38608584e-01
2              	1.33578705e-02	1.31601928e+00	-4.46439654e-01	-2.09861956e-01	-2.36577697e-01
2.05           	1.28427318e-02	1.32450995e+00	-4.42770121e-01	-2.08542328e-01	-2.34227792e-01
2.1            	1.23376335e-02	1.33238078e+00	-4.38838311e-01	-2.07081522e-01	-2.31756789e-01
2.15           	1.18426769e-02	1.34002539e+00	-4.34805195e-01	-2.05559920e-01	-2.29245274e-01
2.2            	1.13580730e-02	1.34753780e+00	-4.30684152e-01	-2.03984003e-01	-2.26700149e-01
2.25           	1.08841367e-02	1.35511187e+00	-4.26049260e-01	-2.02140493e-01	-2.23908767e-01
2.3            	1.04210929e-02	1.36154268e+00	-4.21278496e-01	-2.00218155e-01	-2.21060341e-01
2.35           	9.96911993e-03	1.36791931e+00	-4.16646185e-01	-1.98353973e-01	-2.18292212e-01
2.4            	9.52788476e-03	1.37380492e+00	-4.11775564e-01	-1.96359897e-01	-2.15415667e-01
2.45           	9.09743700e-03	1.37954428e+00	-4.07063761e-01	-1.94434443e-01	-2.12629317e-01
2.5            	8.67807823e-03	1.38533711e+00	-4.02125472e-01	-1.92384658e-01	-2.09740814e-01
2.55           	8.27000735e-03	1.39004120e+00	-3.96563939e-01	-1.90011962e-01	-2.06551977e-01
2.6            	7.87319892e-03	1.39470237e+00	-3.91382141e-01	-1.87817871e-01	-2.03564269e-01
2.65           	7.48763253e-03	1.39862652e+00	-3.85489115e-01	-1.85256925e-01	-2.00232190e-01
2.7            	7.11298051e-03	1.40253379e+00	-3.79728393e-01	-1.82751216e-01	-1.96977177e-01
2.75           	6.74913184e-03	1.40578691e+00	-3.73789451e-01	-1.80145594e-01	-1.93643857e-01
2.8            	6.39612523e-03	1.40840733e+00	-3.67667877e-01	-1.77437813e-01	-1.90230064e-01
2.85           	6.05390130e-03	1.41115577e+00	-3.62111149e-01	-1.75001673e-01	-1.87109476e-01
2.9            	5.72258728e-03	1.41317564e+00	-3.55511190e-01	-1.72033008e-01	-1.83478182e-01
2.95           	5.40196889e-03	1.41511382e+00	-3.49343042e-01	-1.69269552e-01	-1.80073490e-01
3              	5.09176522e-03	1.41648475e+00	-3.43123396e-01	-1.66469933e-01	-1.76653463e-01
3.05           	4.79172485e-03	1.41737158e+00	-3.36828023e-01	-1.63622287e-01	-1.73205736e-01
3.1            	4.50167186e-03	1.41819860e+00	-3.29628513e-01	-1.60312585e-01	-1.69315929e-01
3.15           	4.22115855e-03	1.41860108e+00	-3.23161753e-01	-1.57359718e-01	-1.65802035e-01
3.2            	3.94987295e-03	1.41895474e+00	-3.15979660e-01	-1.54039957e-01	-1.61939703e-01
3.25           	3.68748550e-03	1.41803267e+00	-3.08634081e-01	-1.50629555e-01	-1.58004526e-01
3.3            	3.43343730e-03	1.41757250e+00	-3.01983860e-01	-1.47558493e-01	-1.54425368e-01
3.35           	3.18735020e-03	1.41671870e+00	-2.95167605e-01	-1.44396452e-01	-1.50771153e-01
3.4            	2.94901889e-03	1.41580250e+00	-2.87442299e-01	-1.40772131e-01	-1.46670168e-01
3.45           	2.71801269e-03	1.41431817e+00	-2.80165661e-01	-1.37364818e-01	-1.42800843e-01
3.5            	2.49404334e-03	1.41331744e+00	-2.72728111e-01	-1.33870012e-01	-1.38858099e-01
3.55           	2.27673576e-03	1.41133822e+00	-2.65612524e-01	-1.30529526e-01	-1.35082998e-01
3.6            	2.06571857e-03	1.40947270e+00	-2.57729720e-01	-1.26799142e-01	-1.30930579e-01
3.65           	1.86058534e-03	1.40717050e+00	-2.49991136e-01	-1.23134983e-01	-1.26856153e-01
3.7            	1.66094909e-03	1.40535304e+00	-2.42276831e-01	-1.19477467e-01	-1.22799365e-01
3.75           	1.46657100e-03	1.40233069e+00	-2.34401273e-01	-1.15734066e-01	-1.18667208e-01
3.8            	1.27711054e-03	1.39980334e+00	-2.26906554e-01	-1.12176166e-01	-1.14730387e-01
3.85           	1.09244935e-03	1.39738242e+00	-2.18595364e-01	-1.08205233e-01	-1.10390131e-01
3.9            	9.12138564e-04	1.39494278e+00	-2.10742401e-01	-1.04459062e-01	-1.06283339e-01
3.95           	7.35821894e-04	1.39186631e+00	-2.03419549e-01	-1.00973953e-01	-1.02445597e-01
4              	5.63471382e-04	1.38889501e+00	-1.94983003e-01	-9.69280301e-02	-9.80549729e-02
4.05           	3.94801446e-04	1.38601010e+00	-1.87067445e-01	-9.31389213e-02	-9.39285241e-02
4.1            	2.29717167e-04	1.38319993e+00	-1.78623779e-01	-8.90821724e-02	-8.95416067e-02
4.15           	6.80413701e-05	1.38018853e+00	-1.70283597e-01	-8.50737571e-02	-8.52098398e-02
4.2            	-9.04902028e-05	1.37721049e+00	-1.62658142e-01	-8.14195610e-02	-8.12385806e-02
4.25           	-2.45980527e-04	1.37454092e+00	-1.54052377e-01	-7.72721688e-02	-7.67802078e-02
4.3            	-3.98780477e-04	1.37113420e+00	-1.45916284e-01	-7.33569225e-02	-7.25593616e-02
4.35           	-5.49029166e-04	1.36844540e+00	-1.37813610e-01	-6.94558340e-02	-6.83577757e-02
4.4            	-6.96733415e-04	1.36533730e+00	-1.30139385e-01	-6.57664260e-02	-6.43729591e-02
4.45           	-8.41605030e-04	1.36227531e+00	-1.20834156e-01	-6.12586830e-02	-5.95754729e-02
4.5            	-9.83738744e-04	1.35947705e+00	-1.12510604e-01	-5.72390408e-02	-5.52715633e-02
4.55           	-1.12322979e-03	1.35664361e+00	-1.04329992e-01	-5.32882256e-02	-5.10417661e-02
4.6            	-1.26021742e-03	1.35359733e+00	-9.65041826e-02	-4.95123087e-02	-4.69918739e-02
4.65           	-1.39457956e-03	1.35122111e+00	-8.78698470e-02	-4.53295030e-02	-4.25403439e-02
4.7            	-1.52643524e-03	1.34822410e+00	-7.94492734e-02	-4.12510719e-02	-3.81982015e-02
4.75           	-1.65579414e-03	1.34567820e+00	-7.13535379e-02	-3.73325631e-02	-3.40209748e-02
4.8            	-1.78252384e-03	1.34326952e+00	-6.26772597e-02	-3.31211537e-02	-2.95561060e-02
4.85           	-1.90674476e-03	1.34052950e+00	-5.46991465e-02	-2.92563180e-02	-2.54428285e-02
4.9            	-2.02834732e-03	1.33806076e+00	-4.62598439e-02	-2.51582693e-02	-2.11015746e-02
4.95           	-2.14739580e-03	1.33564265e+00	-3.82296328e-02	-2.12622122e-02	-1.69674206e-02
5              	-2.26380488e-03	1.33338380e+00	-2.97851592e-02	-1.71563845e-02	-1.26287747e-02
5.05           	-2.37756329e-03	1.33120428e+00	-2.12612463e-02	-1.30081864e-02	-8.25305984e-03
5.1            	-2.48864248e-03	1.32867526e+00	-1.28651454e-02	-8.92121521e-03	-3.94393024e-03
5.15           	-2.59697686e-03	1.32660595e+00	-4.33248191e-03	-4.76321781e-03	4.30735903e-04
5.2            	-2.70258278e-03	1.32462200e+00	3.99285904e-03	-7.06153263e-04	4.69901230e-03
5.25           	-2.80538570e-03	1.32253661e+00	1.24443115e-02	3.41677003e-03	9.02754144e-03
5.3            	-2.90547040e-03	1.32025608e+00	2.00251642e-02	7.10711172e-03	1.29180525e-02
5.35           	-3.00277704e-03	1.31793199e+00	2.77519873e-02	1.08732166e-02	1.68787707e-02
5.4            	-3.09716998e-03	1.31650188e+00	3.56511994e-02	1.47284297e-02	2.09227697e-02
5.45           	-3.18845539e-03	1.31493770e+00	4.45297879e-02	1.90764385e-02	2.54533493e-02
5.5            	-3.27674632e-03	1.31338600e+00	5.27984072e-02	2.31224573e-02	2.96759499e-02
5.55           	-3.36200574e-03	1.31123352e+00	6.07674714e-02	2.70217300e-02	3.37457415e-02
5.6            	-3.44418907e-03	1.30943957e+00	6.86505847e-02	3.08811033e-02	3.77694814e-02
5.65           	-3.52330527e-03	1.30803044e+00	7.63242759e-02	3.46388327e-02	4.16854432e-02
5.7            	-3.59929149e-03	1.30663197e+00	8.39010270e-02	3.83512220e-02	4.55498050e-02
5.75           	-3.67197702e-03	1.30528797e+00	9.19903848e-02	4.23232154e-02	4.96671694e-02
5.8            	-3.74137545e-03	1.30388464e+00	1.00031677e-01	4.62744631e-02	5.37572140e-02
5.85           	-3.80749876e-03	1.30247004e+00	1.08086161e-01	5.02355815e-02	5.78505791e-02
5.9            	-3.87031374e-03	1.30100261e+00	1.15714596e-01	5.39869842e-02	6.17276117e-02
5.95           	-3.92979888e-03	1.30011137e+00	1.22956334e-01	5.75483679e-02	6.54079656e-02
6              	-3.98586381e-03	1.29897024e+00	1.30727131e-01	6.13777015e-02	6.93494291e-02
6.05           	-4.03859839e-03	1.29734877e+00	1.37952660e-01	6.49377316e-02	7.30149284e-02
6.1            	-4.08773325e-03	1.29612470e+00	1.45437708e-01	6.86311210e-02	7.68065875e-02
6.15           	-4.13326144e-03	1.29502588e+00	1.52891137e-01	7.23123070e-02	8.05788299e-02
6.2            	-4.17544307e-03	1.29379758e+00	1.59523368e-01	7.55862407e-02	8.39371269e-02
6.25           	-4.21426081e-03	1.29293127e+00	1.67108488e-01	7.93399830e-02	8.77685047e-02
6.3            	-4.24983037e-03	1.29178987e+00	1.74209410e-01	8.28548749e-02	9.13545356e-02
6.35           	-4.28209407e-03	1.29084039e+00	1.81147285e-01	8.62915483e-02	9.48557364e-02
6.4            	-4.31101366e-03	1.28983555e+00	1.87830239e-01	8.96041059e-02	9.82261332e-02
6.45           	-4.33646901e-03	1.28869638e+00	1.94807097e-01	9.30670796e-02	1.01740018e-01
6.5            	-4.35847104e-03	1.28747638e+00	2.01441745e-01	9.63624017e-02	1.05079344e-01
6.55           	-4.37696797e-03	1.28695605e+00	2.07920801e-01	9.95834324e-02	1.08337368e-01
6.6            	-4.39200992e-03	1.28598536e+00	2.14080156e-01	1.02648068e-01	1.11432088e-01
6.65           	-4.40349260e-03	1.28517409e+00	2.20672216e-01	1.05932615e-01	1.14739601e-01
6.7            	-4.41146999e-03	1.28421757e+00	2.26692017e-01	1.08934538e-01	1.17757478e-01
6.75           	-4.41587028e-03	1.28364666e+00	2.32901021e-01	1.12034640e-01	1.20866381e-01
6.8            	-4.41667582e-03	1.28288805e+00	2.39440133e-01	1.15303390e-01	1.24136742e-01
6.85           	-4.41406506e-03	1.28189985e+00	2.44917663e-01	1.18044766e-01	1.26872897e-01
6.9            	-4.40802904e-03	1.28115438e+00	2.50505510e-01	1.20844726e-01	1.29660784e-01
6.95           	-4.39880377e-03	1.28037210e+00	2.56021032e-01	1.23611712e-01	1.32409320e-01
7              	-4.38606773e-03	1.27968082e+00	2.60965282e-01	1.26096573e-01	1.34868709e-01
7.05           	-4.36942302e-03	1.27869860e+00	2.67424581e-01	1.29342867e-01	1.38081713e-01
7.1            	-4.34916915e-03	1.27791568e+00	2.72643012e-01	1.31972337e-01	1.40670675e-01
7.15           	-4.32533653e-03	1.27725622e+00	2.77539921e-01	1.34444624e-01	1.43095297e-01
7.2            	-4.29805318e-03	1.27656383e+00	2.82241912e-01	1.36822903e-01	1.45419009e-01
7.25           	-4.26735614e-03	1.27588290e+00	2.86795833e-01	1.39130560e-01	1.47665273e-01
7.3            	-4.23322030e-03	1.27508194e+00	2.91511816e-01	1.41522688e-01	1.49989128e-01
7.35           	-4.19568255e-03	1.27432930e+00	2.95872987e-01	1.43740811e-01	1.52132176e-01
7.4            	-4.15472455e-03	1.27374492e+00	3.00053342e-01	1.45871946e-01	1.54181396e-01
7.45           	-4.11031573e-03	1.27301002e+00	3.04473920e-01	1.48126644e-01	1.56347276e-01
7.5            	-4.06256377e-03	1.27221833e+00	3.08605377e-01	1.50240125e-01	1.58365252e-01
7.55           	-4.01143999e-03	1.27152491e+00	3.12595855e-01	1.52286488e-01	1.60309368e-01
7.6            	-3.95689822e-03	1.27084451e+00	3.16273276e-01	1.54179740e-01	1.62093536e-01
7.65           	-3.89900646e-03	1.27009716e+00	3.19580427e-01	1.55891207e-01	1.63689220e-01
7.7            	-3.83784654e-03	1.26946396e+00	3.22430137e-01	1.57377222e-01	1.65052915e-01
7.75           	-3.77334450e-03	1.26897273e+00	3.26058408e-01	1.59255860e-01	1.66802549e-01
7.8            	-3.70563146e-03	1.26780953e+00	3.29356235e-01	1.60972486e-01	1.68383749e-01
7.85           	-3.63482633e-03	1.26701538e+00	3.31899499e-01	1.62314923e-01	1.69584576e-01
7.9            	-3.56092258e-03	1.26631375e+00	3.34530849e-01	1.63704502e-01	1.70826347e-01
7.95           	-3.48401291e-03	1.26569241e+00	3.36761479e-01	1.64896727e-01	1.71864752e-01
8              	-3.40415537e-03	1.26530719e+00	3.39002988e-01	1.66097338e-01	1.72905649e-01
8.05           	-3.32153163e-03	1.26435571e+00	3.41442845e-01	1.67399891e-01	1.74042954e-01
8.1            	-3.23587464e-03	1.26352953e+00	3.43332925e-01	1.68430588e-01	1.74902337e-01
8.15           	-3.14700370e-03	1.26268231e+00	3.45290310e-01	1.69498151e-01	1.75792159e-01
8.2            	-3.05517790e-03	1.26165423e+00	3.46730195e-01	1.70309920e-01	1.76420275e-01
8.25           	-2.96064996e-03	1.26130502e+00	3.47612323e-01	1.70845512e-01	1.76766812e-01
8.3            	-2.86332091e-03	1.26082551e+00	3.49245977e-01	1.71759668e-01	1.77486309e-01
8.35           	-2.76337465e-03	1.26001255e+00	3.50049990e-01	1.72261620e-01	1.77788370e-01
8.4            	-2.66080333e-03	1.25906256e+00	3.50707396e-01	1.72692894e-01	1.78014501e-01
8.45           	-2.55565407e-03	1.25814534e+00	3.51051868e-01	1.72970280e-01	1.78081588e-01
8.5            	-2.44773808e-03	1.25758093e+00	3.51987083e-01	1.73545803e-01	1.78441280e-01
8.55           	-2.33722594e-03	1.25652173e+00	3.52030524e-01	1.73678036e-01	1.78352488e-01
8.6            	-2.22416305e-03	1.25558043e+00	3.52043763e-01	1.73797719e-01	1.78246045e-01
8.65           	-2.10860843e-03	1.25464783e+00	3.51701876e-01	1.73742330e-01	1.77959547e-01
8.7            	-1.99056951e-03	1.25373683e+00	3.51268120e-01	1.73643491e-01	1.77624630e-01
8.75           	-1.87006955e-03	1.25292003e+00	3.50729637e-01	1.73494749e-01	1.77234888e-01
8.8            	-1.74717790e-03	1.25204288e+00	3.50134736e-01	1.73320190e-01	1.76814546e-01
8.85           	-1.62201801e-03	1.25103366e+00	3.49054185e-01	1.72905075e-01	1.76149111e-01
8.9            	-1.49463831e-03	1.25000980e+00	3.47594104e-01	1.72302414e-01	1.75291690e-01
8.95           	-1.36507206e-03	1.24896907e+00	3.46054674e-01	1.71662265e-01	1.74392409e-01
9              	-1.23336484e-03	1.24794600e+00	3.44452105e-01	1.70992688e-01	1.73459417e-01
9.05           	-1.09960172e-03	1.24711630e+00	3.42751999e-01	1.70276398e-01	1.72475601e-01
9.1            	-9.63876075e-04	1.24602502e+00	3.40650870e-01	1.69361559e-01	1.71289311e-01
9.15           	-8.26171743e-04	1.24510934e+00	3.38640585e-01	1.68494121e-01	1.70146464e-01
9.2            	-6.86603782e-04	1.24411466e+00	3.36213788e-01	1.67420290e-01	1.68793498e-01
9.25           	-5.45276365e-04	1.24282898e+00	3.33520422e-01	1.66214935e-01	1.67305488e-01
9.3            	-4.02264659e-04	1.24166509e+00	3.30751275e-01	1.64973373e-01	1.65777902e-01
9.35           	-2.57641638e-04	1.24040434e+00	3.27628572e-01	1.63556645e-01	1.64071928e-01
9.4            	-1.11453115e-04	1.23936454e+00	3.24416672e-01	1.62096883e-01	1.62319789e-01
9.45           	3.61886800e-05	1.23822304e+00	3.20812545e-01	1.60442461e-01	1.60370084e-01
9.5            	1.85288193e-04	1.23726271e+00	3.17534386e-01	1.58952481e-01	1.58581905e-01
9.55           	3.35691326e-04	1.23606213e+00	3.13877186e-01	1.57274284e-01	1.56602901e-01
9.6            	4.87225238e-04	1.23453773e+00	3.09301600e-01	1.55138025e-01	1.54163575e-01
9.65           	6.39918270e-04	1.23317918e+00	3.05110412e-01	1.53195124e-01	1.51915288e-01
9.7            	7.93646386e-04	1.23190533e+00	3.00566829e-01	1.51077061e-01	1.49489768e-01
9.75           	9.48337078e-04	1.23065457e+00	2.95932724e-01	1.48914699e-01	1.47018025e-01
9.8            	1.10391733e-03	1.22942709e+00	2.91488324e-01	1.46848079e-01	1.44640244e-01
9.85           	1.26018621e-03	1.22807276e+00	2.86322041e-01	1.44421207e-01	1.41900834e-01
9.9            	1.41710336e-03	1.22678715e+00	2.81004648e-01	1.41919427e-01	1.39085220e-01
9.95           	1.57467082e-03	1.22527237e+00	2.75587679e-01	1.39368510e-01	1.36219169e-01
10             	1.73281366e-03	1.22381823e+00	2.70054533e-01	1.36760080e-01	1.33294453e-01
10.05          	1.89145499e-03	1.22255644e+00	2.64396760e-01	1.34089835e-01	1.30306925e-01
10.1           	2.05040302e-03	1.22168656e+00	2.57788028e-01	1.30944417e-01	1.26843611e-01
10.15          	2.20962605e-03	1.22032819e+00	2.51483083e-01	1.27951167e-01	1.23531915e-01
10.2           	2.36904867e-03	1.21854814e+00	2.45462739e-01	1.25100418e-01	1.20362321e-01
10.25          	2.52852675e-03	1.21691538e+00	2.39165933e-01	1.22111493e-01	1.17054440e-01
10.3           	2.68795740e-03	1.21535472e+00	2.32613748e-01	1.18994831e-01	1.13618917e-01
10.35          	2.84725897e-03	1.21403493e+00	2.25497930e-01	1.15596224e-01	1.09901706e-01
10.4           	3.00639521e-03	1.21267922e+00	2.18391919e-01	1.12202355e-01	1.06189564e-01
10.45          	3.16526846e-03	1.21104900e+00	2.11344515e-01	1.08837526e-01	1.02506989e-01
10.5           	3.32370679e-03	1.20955458e+00	2.03735535e-01	1.05191474e-01	9.85440608e-02
10.55          	3.48162415e-03	1.20799807e+00	1.96026796e-01	1.01495022e-01	9.45317741e-02
10.6           	3.63893914e-03	1.20638971e+00	1.88291697e-01	9.77847877e-02	9.05069094e-02
10.65          	3.79552543e-03	1.20495847e+00	1.80240406e-01	9.39157282e-02	8.63246774e-02
10.7           	3.95129522e-03	1.20356957e+00	1.72272044e-01	9.00873170e-02	8.21847266e-02
10.75          	4.10614771e-03	1.20200938e+00	1.64389628e-01	8.63009615e-02	7.80886661e-02
10.8           	4.25989647e-03	1.20042865e+00	1.55866908e-01	8.21933506e-02	7.36735577e-02
10.85          	4.41244128e-03	1.19884403e+00	1.47023372e-01	7.79241274e-02	6.90992448e-02
10.9           	4.56370849e-03	1.19730942e+00	1.38148210e-01	7.36378136e-02	6.45103966e-02
10.95          	4.71364643e-03	1.19578997e+00	1.29454295e-01	6.94407938e-02	6.00135010e-02
11             	4.86212501e-03	1.19417998e+00	1.20485103e-01	6.51046763e-02	5.53804263e-02
11.05          	5.00902898e-03	1.19270766e+00	1.11387143e-01	6.07026007e-02	5.06845427e-02
11.1           	5.15431426e-03	1.19135023e+00	1.02547772e-01	5.64282001e-02	4.61195715e-02
11.15          	5.29772983e-03	1.18961631e+00	9.27236532e-02	5.16595564e-02	4.10640968e-02
11.2           	5.43931511e-03	1.18829885e+00	8.34142545e-02	4.71464424e-02	3.62678121e-02
11.25          	5.57888175e-03	1.18670052e+00	7.36056613e-02	4.23817124e-02	3.12239489e-02
11.3           	5.71643813e-03	1.18528618e+00	6.41640455e-02	3.77984609e-02	2.63655846e-02
11.35          	5.85182201e-03	1.18386837e+00	5.40695719e-02	3.28866080e-02	2.11829640e-02
11.4           	5.98496479e-03	1.18232809e+00	4.41065533e-02	2.80382415e-02	1.60683119e-02
11.45          	6.11576609e-03	1.18093019e+00	3.41001785e-02	2.31658553e-02	1.09343232e-02
11.5           	6.24411713e-03	1.17950628e+00	2.40678929e-02	1.82780636e-02	5.78982932e-03
11.55          	6.36982257e-03	1.17807592e+00	1.33258109e-02	1.30327280e-02	2.93082886e-04
11.6           	6.49280835e-03	1.17664909e+00	2.52081853e-03	7.75321761e-03	-5.23239909e-03
11.65          	6.61304407e-03	1.17526378e+00	-7.64670201e-03	2.78969306e-03	-1.04363951e-02
11.7           	6.73029077e-03	1.17383614e+00	-1.87110196e-02	-2.62521904e-03	-1.60858006e-02
11.75          	6.84455119e-03	1.17255600e+00	-2.91291933e-02	-7.72004544e-03	-2.14091478e-02
11.8           	6.95543758e-03	1.17130808e+00	-4.02768927e-02	-1.31830088e-02	-2.70938839e-02
11.85          	7.06309607e-03	1.16995195e+00	-5.10058668e-02	-1.84398373e-02	-3.25660295e-02
11.9           	7.16750273e-03	1.16863109e+00	-6.17947762e-02	-2.37298854e-02	-3.80648908e-02
11.95          	7.26852122e-03	1.16739736e+00	-7.30432970e-02	-2.92531273e-02	-4.37901697e-02
12             	7.36609830e-03	1.16627768e+00	-8.41615040e-02	-3.47146537e-02	-4.94468503e-02
12.05          	7.46007571e-03	1.16507736e+00	-9.56357786e-02	-4.03578136e-02	-5.52779650e-02
12.1           	7.55040373e-03	1.16397228e+00	-1.06766075e-01	-4.58326339e-02	-6.09334414e-02
12.15          	7.63693133e-03	1.16294933e+00	-1.18100963e-01	-5.14135500e-02	-6.66874126e-02
12.2           	7.71953276e-03	1.16196919e+00	-1.29703564e-01	-5.71322490e-02	-7.25713145e-02
12.25          	7.79824505e-03	1.16086148e+00	-1.40549404e-01	-6.24764571e-02	-7.80729472e-02
12.3           	7.87287951e-03	1.15986204e+00	-1.51954333e-01	-6.81042872e-02	-8.38500462e-02
12.35          	7.94333165e-03	1.15896489e+00	-1.63526650e-01	-7.38199934e-02	-8.97066567e-02
12.4           	8.00954425e-03	1.15810760e+00	-1.74855211e-01	-7.94180614e-02	-9.54371499e-02
12.45          	8.07140229e-03	1.15721160e+00	-1.86479783e-01	-8.51684892e-02	-1.01311294e-01
12.5           	8.12889748e-03	1.15647745e+00	-1.98046128e-01	-9.08941665e-02	-1.07151961e-01
12.55          	8.18192736e-03	1.15561217e+00	-2.09892795e-01	-9.67644703e-02	-1.13128325e-01
12.6           	8.23045351e-03	1.15496068e+00	-2.21330197e-01	-1.02434645e-01	-1.18895552e-01
12.65          	8.27426546e-03	1.15425863e+00	-2.33028726e-01	-1.08240097e-01	-1.24788628e-01
12.7           	8.31334305e-03	1.15372759e+00	-2.44551749e-01	-1.13962532e-01	-1.30589218e-01
12.75          	8.34758114e-03	1.15323040e+00	-2.56062857e-01	-1.19683847e-01	-1.36379010e-01
12.8           	8.37693193e-03	1.15266914e+00	-2.67180598e-01	-1.25213367e-01	-1.41967231e-01
12.85          	8.40127972e-03	1.15220580e+00	-2.78494419e-01	-1.30845930e-01	-1.47648489e-01
12.9           	8.42054248e-03	1.15179690e+00	-2.89904992e-01	-1.36531953e-01	-1.53373038e-01
12.95          	8.43464834e-03	1.15139970e+00	-3.01307291e-01	-1.42218997e-01	-1.59088294e-01
13             	8.44351791e-03	1.15111787e+00	-3.12638639e-01	-1.47875801e-01	-1.64762837e-01
13.05          	8.44701736e-03	1.15084434e+00	-3.24514681e-01	-1.53810323e-01	-1.70704358e-01
